start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,12,0,大変お待たせして申し訳ありません 今晩GUILTYよろしくお願いします
0,1,12,0,0,1,31,0,裏ラジオ オールナイト
0,1,31,0,0,1,36,0,はいということで15分ねあの 送らせていただいてしまい
0,1,36,0,0,1,38,0,いただいてしまいってなんかおかしい な
0,1,38,0,0,1,43,0,てスタートしたんですけれどもお待たせ して申し訳ございませんでした
0,1,43,0,0,1,49,0,本日ねちょっと日付変わって今日 下村シャルロットさんのハニーストラップ
0,1,49,0,0,1,53,0,下村シャルロットさんのお誕生日 の突待ちが
0,1,53,0,0,1,58,0,ありましてちょっとどうしてもねあの お邪魔したいなと思い
0,1,58,0,0,2,5,0,配信を15分送らせていただきました 明日大丈夫かなそう明日のね配信もね
0,2,5,0,0,2,12,0,あの11時から予定入れてたんですけど 急に収録が入ってしまい
0,2,12,0,0,2,16,0,お休みいただくんですよね
0,2,16,0,0,2,23,0,ちょっと夜配信できたらと思ってたん ですけど夜から別件でちょっと出ないと
0,2,23,0,0,2,25,0,いけないので
0,2,26,0,0,2,32,0,またツイッター等でご連絡させていただき ます
0,2,32,0,0,2,38,0,であの今朝ねツイッターでお知らせした とおりあの宝石の国がですね
0,2,38,0,0,2,41,0,宝石の国がただいまコミックデイズさん で
0,2,41,0,0,2,47,0,無料で公開中なので ぜひとも読んでください
0,2,47,0,0,2,54,0,6月30日まで1万分だったかな 1万分ね
0,2,54,0,0,3,0,0,無料で読めるそうなんで 週末に読む今読んでる
0,3,0,0,0,3,7,0,この間全巻買ういや神がいい やっぱり神がいいんですよ
0,3,9,0,0,3,14,0,俺なんかねー また再読私もねコミック使ってるんですけど
0,3,14,0,0,3,18,0,またちょっと改めてねこう今読んでる 人がいると思うとやっぱり読みたくなる
0,3,18,0,0,3,20,0,んで
0,3,20,0,0,3,25,0,ちらっと読みましたけどやっぱしんどい なぁ
0,3,25,0,0,3,31,0,しんどい そう主人公がね
0,3,31,0,0,3,38,0,どんどん変容していくんですけど これ以上言うとネタバレになるんであれですけど
0,3,38,0,0,3,45,0,で私ね結構あのなんだろうな いわゆるその集合体NGなんですけど
0,3,45,0,0,3,48,0,集合体だけはほんとちょっと
0,3,48,0,0,3,53,0,コラボ不可NG出してるんですけど
0,3,53,0,0,3,58,0,市川春子さんの漫画だけ大丈夫かな 他は無理だけど
0,3,59,0,0,4,5,0,結構ねそのに表現的に苦手な方がもしかしたら いるかもしれない
0,4,5,0,0,4,12,0,けど個人的には市川春子さんの漫画は 大丈夫
0,4,13,0,0,4,17,0,めちゃめちゃ集合体出る
0,4,17,0,0,4,22,0,絵が綺麗だからかな あとあの結構その宝石たちがね普通に
0,4,22,0,0,4,26,0,バキバキになってるんだけど
0,4,26,0,0,4,31,0,そういうのが大丈夫だったらいいかも しれません
0,4,32,0,0,4,36,0,同じく集合体強者だけど25時の爆発大好き そうなんですよね
0,4,36,0,0,4,42,0,私もあの 他の絵柄だったら絶対に無理だったと思う
0,4,42,0,0,4,48,0,そう連婚が苦手だったら無理だと思う 市川春子さんのだけ大丈夫
0,4,48,0,0,4,53,0,という感じですね 下はちょっと早起きなんですけど
0,4,53,0,0,5,0,0,言うて前回 前回のラジオって本番前か
0,5,0,0,0,5,5,0,あれそうだっけ そうですよねそうそうそうそう
0,5,5,0,0,5,9,0,あの先週アニマーレ学園祭 先週なのかも
0,5,9,0,0,5,13,0,先週なりましたね アニマーレ学園祭っていうイベントが
0,5,13,0,0,5,21,0,4周年記念イベントがね 私U-KAN KISSアニマーレっていう世界と繋がっているグループに所属してるんですけど
0,5,23,0,0,5,29,0,なんか それの当日に深夜配信してて次の日
0,5,29,0,0,5,34,0,遅刻するかもしれないっていう 予言もね
0,5,34,0,0,5,41,0,リスナーさんからいただいてて やべえと思ってアラーム30個かけて寝てなんとか
0,5,41,0,0,5,44,0,間に合ったんですけど
0,5,44,0,0,5,51,0,そう なんでねそれから1週間経って今回のそのラジオのメールフォーム
0,5,51,0,0,5,56,0,にもすごい感想たくさんいただいてて ありがたかったです
0,5,56,0,0,5,59,0,世界線変えましたね
0,6,1,0,0,6,7,0,ありがとうございます早く寝ろ目覚まし増やせっていう暗号のおかげで私は無事にね 出演することが
0,6,7,0,0,6,13,0,できました本当にありがとうございます まあ詳しくは感想配信でいろいろ
0,6,13,0,0,6,16,0,述べたので またね
0,6,16,0,0,6,21,0,今週も濃かったですね オフコラボが
0,6,21,0,0,6,26,0,あったりとか その周年イベントが終わった後に
0,6,26,0,0,6,31,0,メンバーとね七瀬さんとで一緒に焼肉行ったりとか
0,6,31,0,0,6,40,0,あと t rpg 行ったり でその日の夜にラブ補助誌会したり
0,6,40,0,0,6,45,0,ね結構いろいろ盛りだくさんな 1週間でしたね
0,6,45,0,0,6,48,0,皆さんいかがお過ごしでしたか
0,6,49,0,0,6,55,0,朝前メロ時刻もありましたね 一瞬記憶から消えてたわだって私は参加してないから
0,6,55,0,0,6,58,0,ルカメロが
0,6,58,0,0,7,4,0,オーラルカ子はコラボに参加してませんので名前は出てたけどね 前メロのコラボ
0,7,4,0,0,7,12,0,私の友人のねあのルカメロって子が出てましたけど アレすごかったですねそうカロリーの消費量が異常な
0,7,12,0,0,7,15,0,コラボでした オフコラボがあまりにも下痢だったそうなん
0,7,15,0,0,7,17,0,ですよね なんか
0,7,17,0,0,7,24,0,当日に泉さん当日前日泉さんが まあそのオフコラボ
0,7,24,0,0,7,30,0,オフコラボてかもともと 焼き肉食べた後に
0,7,30,0,0,7,37,0,女子会しようみたいな話になっててであわゆくば コラボ
0,7,37,0,0,7,46,0,配信できたらいいねみたいな話を泉さんとしてて まずメンバーが湯野原泉爽也一華龍賀咲
0,7,46,0,0,7,55,0,リンでえっと日曜黒日曜黒さんの キキさんとカンナさんと私だったんですけど私はその前その
0,7,55,0,0,8,2,0,trpg コラボに参加させてもらう予定がもう入ってたんで ホテルからね
0,8,2,0,0,8,8,0,りんさんにホテルだけの女って言われてた私そういえばディスコードで
0,8,8,0,0,8,19,0,私がホテル直行の女ですって言った同じタイミングでホテルだけの女って龍笠 ギリンさんがディスコードで送られてきてた
0,8,21,0,0,8,30,0,そう私いつもホテル直行の女だから 直接行きましたけどみんな焼き肉食べたから来てたね
0,8,30,0,0,8,39,0,でね6人で一晩楽しくお話ししたりホラー映画見たりして
0,8,40,0,0,8,44,0,めちゃめちゃ楽しかったんですけど
0,8,45,0,0,8,50,0,配信見てた人は状況わかったかな
0,8,50,0,0,9,0,0,なんかすごい最初私オフコラボも夕の晴れ泉チャンネルで上がってるんだけどオフコラボが始まっていることに気づかないぐらい
0,9,0,0,0,9,7,0,うのに夢中になっちゃっててすごいうるさかったと思う本当に申し訳ないです
0,9,12,0,0,9,15,0,なんか
0,9,15,0,0,9,20,0,私が来る前みんなで 5人でね
0,9,20,0,0,9,23,0,ビリヤードをやってたらしいんだけど
0,9,23,0,0,9,31,0,ビリヤードやってた時にみんなそのほぼビリヤードの経験がなかったから 遠い
0,9,31,0,0,9,36,0,弾を撃つ時に使う
0,9,36,0,0,9,42,0,メカニカルなんとかみたいな テクニカル
0,9,42,0,0,9,48,0,テクニカルなんとかみたいなやつでやってたらしくて
0,9,48,0,0,9,55,0,クワそうそうそうメカニカルブリッジていうんだメカニカルブリッジでやってたらしい ビリヤード
