start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,10,0,【早送り】
0,1,17,0,0,1,20,0,いや絶対定着させないって言ったじゃないですか 本当に
0,1,20,0,0,1,22,0,フハハハハハ
0,1,22,0,0,1,24,0,何が?何の話ですか急に
0,1,24,0,0,1,27,0,いやツイート、ツイートの話ですよ
0,1,27,0,0,1,27,0,こんばんは
0,1,27,0,0,1,28,0,ツイート?
0,1,28,0,0,1,29,0,はい、皆さん
0,1,29,0,0,1,32,0,えー本日も遊びに来てくださってありがとうございます
0,1,32,0,0,1,36,0,ゆかんキスアニマイラーの大浦ら加子と本日ゲストが来てくださってます
0,1,36,0,0,1,37,0,ともしくさんお願いします
0,1,37,0,0,1,38,0,はーい
0,1,38,0,0,1,40,0,6カコ6カコ6カコ
0,1,40,0,0,1,41,0,日笠楽彦です
0,1,41,0,0,1,42,0,よろしくお願いしまーす
0,1,42,0,0,1,43,0,フハハハハハ
0,1,45,0,0,1,50,0,それもう絶対に定着させたくないんですよって話してたじゃん配信する前に
0,1,50,0,0,1,52,0,2人で頑張って
0,1,52,0,0,1,56,0,あのー定着阻止していきましょうねって言ってくれたじゃん
0,1,56,0,0,1,58,0,報いってやっぱあると思うんですけど
0,1,58,0,0,2,0,0,何の報い悪いことしてないんですよ私
0,2,0,0,0,2,2,0,嘘つかれたんですよ皆さん聞いてください
0,2,2,0,0,2,6,0,配信開始前にコメント欄が6カコ6カコ6カリコで溢れてて
0,2,6,0,0,2,10,0,6カコさんにあれ?これ怖いんですけど何ですか?って聞いて
0,2,10,0,0,2,12,0,いや分かんないですよねみたいな
0,2,12,0,0,2,15,0,怖いですよみたいなこと言われて
0,2,15,0,0,2,19,0,え?リスナーが勝手にやってんの?怖すぎる?って思ったら
0,2,19,0,0,2,22,0,あとなんか10分後くらいに白状されて
0,2,22,0,0,2,25,0,嘘つかれたんですよ私その報いですよこれは
0,2,25,0,0,2,29,0,嘘っていうか言わなかっただけでそれは嘘という言わないんですよ
0,2,29,0,0,2,32,0,でも分かんないんですよねって言ってたじゃないですか
0,2,32,0,0,2,34,0,I don't know だったじゃないですか
0,2,34,0,0,2,36,0,分かんないってのはそのなんだろうな
0,2,36,0,0,2,40,0,それを並んでる理由が分からないっていうだけで
0,2,40,0,0,2,43,0,それもの自体を分からないって言ったかって言ったら
0,2,43,0,0,2,45,0,処方が明示されてなかったっていう点で
0,2,45,0,0,2,49,0,嘘をついているとはちょっと言い難いんじゃないかなって思いますけどね
0,2,49,0,0,2,51,0,ごめんなまして
0,2,51,0,0,2,54,0,ごちゃごちゃごちゃごちゃよ
0,2,55,0,0,2,58,0,ともしかさんもごちゃごちゃごちゃっていうの得意じゃん
0,2,58,0,0,2,59,0,何でもかんだもん
0,2,59,0,0,3,0,0,そうなんだよね
0,3,0,0,0,3,2,0,あれを合わせたらごちゃごちゃごちゃだね
0,3,2,0,0,3,3,0,そうだね
0,3,3,0,0,3,5,0,二人でごちゃごちゃごちゃです
0,3,5,0,0,3,9,0,今日はねハッシュタグごちゃごちゃごちゃでたくさんツイートしてくださいよろしくお願いします
0,3,9,0,0,3,10,0,長いですけれども
0,3,10,0,0,3,14,0,はいちょっとねお手数掛けするんですけどよろしくお願いしますということで
0,3,14,0,0,3,18,0,ともしかさんがねこのラジオに来てくださるのも3回目
0,3,18,0,0,3,20,0,おー3回
0,3,20,0,0,3,24,0,はいになりましたありがとうございます
0,3,24,0,0,3,28,0,こちらこそ3回も私ごときお呼び立ていただきまして
0,3,28,0,0,3,29,0,お呼び立てっていうと失礼か
0,3,29,0,0,3,32,0,お呼び立ていただきましてありがとうございます
0,3,32,0,0,3,33,0,ありがとうございます
0,3,33,0,0,3,36,0,ともしかさんと喋りたいなと思うんだけど
0,3,36,0,0,3,39,0,なんか大目でそのなんだろう
0,3,39,0,0,3,46,0,私が二人のコラボのパッケージというか
0,3,46,0,0,3,48,0,二人コラボだったらこれみたいな
0,3,48,0,0,3,52,0,あのー共通点二人の共通点を探すっていう企画があって
0,3,52,0,0,3,54,0,いろんな方とやらせていただいてるんだけど
0,3,54,0,0,3,56,0,はいいらっしゃいますね
0,3,56,0,0,3,58,0,ともしかさんと共通点がなさすぎて呼べないから
0,3,58,0,0,4,1,0,ラジオに呼んでるって感じですね
0,4,1,0,0,4,4,0,あーそうなんだ
0,4,4,0,0,4,6,0,でもなんかいい関係だと思いますよ
0,4,6,0,0,4,9,0,スポってはまるというか
0,4,9,0,0,4,11,0,大突入だね大突入だね
0,4,11,0,0,4,13,0,そうそうそうそう
0,4,13,0,0,4,17,0,確かに今更やってもなーみたいなとこもあるしね
0,4,17,0,0,4,19,0,そうだね
0,4,19,0,0,4,22,0,ルカコさんのこと知っちゃってるから
0,4,22,0,0,4,25,0,こちらから無理矢理会わせに行くこともできますしね
0,4,25,0,0,4,27,0,本当にともしかさんとお話したいな
0,4,27,0,0,4,31,0,でもなんかお呼び立てするのもなみたいな感じでね
0,4,31,0,0,4,37,0,ラジオにラジオしかないってな感じでいつもお呼びしてるんですけど
0,4,37,0,0,4,38,0,ありがとうございます
0,4,38,0,0,4,40,0,よろしくございますありがとうございます
0,4,40,0,0,4,43,0,お肌に悪い時間帯に遊びに来てくださってありがとうございます
0,4,43,0,0,4,45,0,朝ですこの時間は
0,4,45,0,0,4,47,0,今起きたんですか
0,4,47,0,0,4,50,0,今日は何時に起きたんですか
0,4,50,0,0,4,52,0,でも言って
0,4,52,0,0,4,54,0,7時とか6時とか
0,4,54,0,0,4,55,0,夕方の?
0,4,55,0,0,4,57,0,夕方にもちろん
0,4,57,0,0,4,58,0,なるほど
0,4,58,0,0,5,2,0,じゃあもう今がちょうど目覚めてきて
0,5,2,0,0,5,7,0,そろそろ頭も回転してくるかなっていう時間かなと思うんですけど
0,5,7,0,0,5,9,0,ちょうどいい時間ですね
0,5,9,0,0,5,16,0,ともしかさんって自己紹介するときにヨス雑魚ども以外になんかあります?キャッチフレーズ的な
0,5,16,0,0,5,18,0,ヨス雑魚ども以外?
0,5,18,0,0,5,20,0,うんなんか自己紹介みたいな
0,5,20,0,0,5,23,0,なんか自己紹介してくださいって言われたら何て言います?
0,5,23,0,0,5,25,0,本当に萎縮してるときというか
0,5,25,0,0,5,31,0,あんまりその雑魚どもっていう場にそぐわないときはヨスなんですけど
0,5,31,0,0,5,33,0,最近始めたのは
0,5,33,0,0,5,36,0,ロッカコロッカコロッカリコとか
0,5,36,0,0,5,40,0,もう擦り方が雑すぎる
0,5,40,0,0,5,43,0,とりあえずなんか言っとけばいいと思ってるじゃないですか
0,5,43,0,0,5,47,0,そのくらい本当にヨス雑魚どもくらいでしかないですよ
0,5,47,0,0,5,49,0,そうなんだ
0,5,49,0,0,5,51,0,ロッカコさんはあるんですか?
0,5,51,0,0,5,53,0,今回もお便りでいただいてたんですけど
0,5,53,0,0,5,58,0,自己紹介がないのでともしかさん考えてあげてくれませんかみたいなお便り来てましたね
0,5,58,0,0,6,2,0,あ〜挨拶ですか?
0,6,2,0,0,6,8,0,なんか親しみやすいフレーズが欲しいんじゃないかっていう
0,6,8,0,0,6,10,0,確かに欲しいですね
0,6,10,0,0,6,13,0,めっちゃいいのがあるんですけど
0,6,16,0,0,6,19,0,それでもさ本当に何の情報もなくないですか
0,6,19,0,0,6,22,0,どういう存在なのか1ミリも分かんないじゃん
0,6,22,0,0,6,25,0,ヨス雑魚どもだって言っとくけどそうですからね
0,6,25,0,0,6,32,0,ヨス雑魚どもからって結局上位存在なんだってことだけはわかるじゃないですか
0,6,32,0,0,6,38,0,雑魚だって我々は言ってるってことはかなり上位の存在なんだ
0,6,38,0,0,6,43,0,俺たちよりもステージが上なんだなってことがわかるじゃないですか
0,6,43,0,0,6,44,0,はいはい確かに
0,6,44,0,0,6,49,0,ロッカコロッカリコからは1ミリも何の情報も入れられない本当に
0,6,49,0,0,6,53,0,すごい陽気な人なんだなっていうのが伝わってきますよね
0,6,53,0,0,6,57,0,いやだって表金じゃないし実際
0,6,57,0,0,7,0,0,いやブカコさん表金な方ですよ意外と
0,7,0,0,0,7,3,0,え?私の表金のイメージが違ってるのかな
0,7,3,0,0,7,9,0,決して表金だった時期が人生の上で1ミリもない気がするんだけどな
0,7,9,0,0,7,14,0,テンションとかトーンは低めな感じクールな感じありますけれども
0,7,14,0,0,7,17,0,話してる内容とかは結構ご陽気さんですよね
0,7,17,0,0,7,20,0,ご陽気さんですかじゃあいいのかな
0,7,20,0,0,7,28,0,個人的にはもっと不苦労ですとか好きなものとか
0,7,28,0,0,7,31,0,こういう活動してますみたいなものが伝わった方がいいんじゃないですか
0,7,31,0,0,7,35,0,ともしかさん的にこう例えば
0,7,35,0,0,7,36,0,ごめんなさい
0,7,36,0,0,7,40,0,大丈夫ですよ喉の調子悪いですか
0,7,40,0,0,7,44,0,今普通にぶつかっちゃったマイクに手が
0,7,44,0,0,7,49,0,ともしかさんって普段よく通話してる時にイヤホン外れるよね
0,7,49,0,0,7,52,0,今別にイヤホン外れてないんですけど
0,7,52,0,0,7,53,0,思い出したんですよ
0,7,53,0,0,7,57,0,あれ?ともしかさんって通話してる時に絶対1時間に1回ぐらい
0,7,57,0,0,7,59,0,イヤホン外れたって言ってるなと思って
0,7,59,0,0,8,3,0,そこは改善しましたイヤホンは外れたくなりました
0,8,3,0,0,8,4,0,よかったです何より
0,8,4,0,0,8,12,0,よく使ってるイヤホンの刺す部分がガバガバになってて
0,8,12,0,0,8,18,0,それで抜き刺しがすごい簡単にできてしまう状態になっていたので
0,8,18,0,0,8,20,0,新しいものに変えたら直りました
0,8,20,0,0,8,25,0,それで言うとイヤホン外れるっていうのがアイデンティティっていうのは
0,8,25,0,0,8,26,0,ちょっとあれなんですけど
0,8,26,0,0,8,30,0,ともしかさんに宇宙見習いですっていう素敵なフレーズがあるじゃないですか
0,8,30,0,0,8,31,0,確かに
0,8,31,0,0,8,33,0,それめちゃめちゃいいですよね
0,8,33,0,0,8,34,0,はいあります
0,8,34,0,0,8,36,0,私もそういうのが欲しいんですよ
0,8,36,0,0,8,38,0,ディスクジョッキーですか
0,8,38,0,0,8,40,0,ディスクジョッキーのみたいな
0,8,40,0,0,8,43,0,はいやっぱラジオDJなのでるかこさんは
0,8,43,0,0,8,47,0,私ってラジオDJだったんだよVTuberという存在の前に
0,8,47,0,0,8,50,0,VTuberでありラジオDJでありっていう
0,8,50,0,0,8,54,0,ウララジオオルナイト欠かさずやってますからね毎週金曜日に
0,8,54,0,0,8,55,0,そうですね
0,8,55,0,0,8,58,0,前回ともしかさんが来てくれたのが
0,8,58,0,0,9,2,0,前回というかお一人で来てくださったのが第10回で
0,9,2,0,0,9,3,0,今回55回なんで
0,9,3,0,0,9,5,0,えっやばいって
0,9,5,0,0,9,6,0,そう
0,9,6,0,0,9,9,0,確かに45回も間にあるんだ
0,9,9,0,0,9,13,0,数字的にもなんか綺麗だしね
0,9,13,0,0,9,16,0,いいなと思いながら今日サムネ作ってました
0,9,16,0,0,9,19,0,確かにるかこさんスパイじゃないですか
0,9,19,0,0,9,20,0,そうじゃん
0,9,20,0,0,9,22,0,スパイの肩書きあるじゃないですか
0,9,22,0,0,9,26,0,ていうかなんか私本当になんかせっかくそのこんなに世にさ
0,9,26,0,0,9,31,0,スパイファミリーが広くなんか人口に感謝してる時に
0,9,31,0,0,9,34,0,なんもスパイこすんなかったの本当にバカだなって思って
0,9,34,0,0,9,36,0,本当ですよ
0,9,37,0,0,9,39,0,なんだこいつマジで
0,9,39,0,0,9,41,0,痛いよひげが
0,9,41,0,0,9,45,0,本当に本当にもったいない
0,9,45,0,0,9,48,0,もったいない今からでも遅くないですよスパイこすりましょう
0,9,48,0,0,9,54,0,この間なんか自流に遅れてこう12話見たんですよスパイファミリーの
0,9,54,0,0,9,58,0,でスパイファミリーの12話を見終わってからあれそういえば
0,9,58,0,0,10,3,0,私スパイなのになんもちなんでないやこの時間と思って
0,10,3,0,0,10,4,0,確かにね
0,10,4,0,0,10,7,0,このクールなんもちなんどらんと思ってめちゃめちゃ後悔して
0,10,7,0,0,10,9,0,でも日記は決定してますから
0,10,9,0,0,10,10,0,そっか
0,10,10,0,0,10,12,0,日記の時にやっぱハッシュタグ黄昏
0,10,12,0,0,10,14,0,決めたましたスパイネームみたいな
0,10,14,0,0,10,16,0,いや決めるわ
0,10,16,0,0,10,18,0,今度決めましょう黄昏的なやつ
0,10,18,0,0,10,21,0,黄昏の次みたいななんか
0,10,21,0,0,10,23,0,日の入りとかですかね
0,10,23,0,0,10,24,0,なんすか
0,10,24,0,0,10,26,0,日の入りとかですか
0,10,27,0,0,10,29,0,日の入り日の出
0,10,29,0,0,10,31,0,じゃあともすくさん日の出になりますよ
0,10,31,0,0,10,32,0,いいですね
0,10,32,0,0,10,33,0,いいね
0,10,33,0,0,10,34,0,黄昏
0,10,34,0,0,10,35,0,日の入りで
0,10,35,0,0,10,37,0,黄昏ルーギーコーで検索しよう
0,10,38,0,0,10,41,0,何ですかね赤月とか確かにね
0,10,41,0,0,10,42,0,いいね
0,10,42,0,0,10,47,0,日の入り日暮れ夕方夕刻暮れ方
0,10,48,0,0,10,52,0,いいねでもなんか大間が時
0,10,53,0,0,10,55,0,なんか黄昏がやっぱ一番かっこいいな
0,10,55,0,0,10,57,0,黄昏かっこいいよななんか
0,10,58,0,0,11,2,0,見えている感じと読みが
0,11,2,0,0,11,4,0,その乖離しているのってかっこよくないですか
0,11,4,0,0,11,6,0,かっこいい
0,11,6,0,0,11,9,0,ね黄昏って初見黄昏って読めないからな
0,11,9,0,0,11,13,0,そもそもだって最初誰ぞ彼から来てるっていうのがなんかスパイっぽくていい
0,11,13,0,0,11,15,0,どうなの誰ぞ彼から来てるの
0,11,15,0,0,11,19,0,なんかあの夕方暮れかかった日の中で
0,11,19,0,0,11,20,0,うん
0,11,20,0,0,11,24,0,やっぱ日の入りがその入りがこう影が強く出るじゃないですかこの時間帯って
0,11,24,0,0,11,29,0,だから誰かよくわかんないから誰ぞ彼誰ぞ彼黄昏
0,11,29,0,0,11,31,0,えめっちゃかっこいいんだが
0,11,31,0,0,11,34,0,めっちゃかっこいいんだがそういうのがいいんだが
0,11,36,0,0,11,37,0,いいな
0,11,37,0,0,11,42,0,そういうのがいいんだがみんな頼むちょっとかっこいいスパイネームが欲しい
0,11,42,0,0,11,45,0,それ今度なんかどっかで募集してくださいよ
0,11,45,0,0,11,46,0,わかりました
0,11,46,0,0,11,47,0,挨拶とねコードネームを
0,11,47,0,0,11,49,0,そうだね白ぬい
0,11,49,0,0,11,51,0,白ぬいとかいいね
0,11,51,0,0,11,53,0,あ白ぬいですよねえ
0,11,53,0,0,11,55,0,え白ぬいってなんか沖縄の苗字みたいなイメージ
0,11,55,0,0,11,57,0,あそうなんだ
0,11,57,0,0,11,58,0,うん
0,11,58,0,0,12,1,0,えともしかさん白ぬいいいんじゃない火入ってるし
0,12,1,0,0,12,4,0,あ確かにな火淵みたいな字って言ってたもんね確か白ぬいって
