start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,24,0,甘澤誠二はさ
0,1,24,0,0,1,28,0,中学生でプロポーズしてんのに
0,1,28,0,0,1,34,0,俺たちと来たらよ
0,1,34,0,0,1,37,0,虚しいね金曜ロードショーの後って
0,1,37,0,0,1,42,0,よろしくお願いします
0,1,42,0,0,2,0,0,裏ラジオールナイト
0,2,0,0,0,2,0,0,皆さんこんばんは
0,2,0,0,0,2,2,0,今夜も遊びに来てくださって
0,2,2,0,0,2,2,0,ありがとうございます
0,2,2,0,0,2,5,0,ゆかきさんにもあるの
0,2,5,0,0,2,9,0,オールオルカコです
0,2,9,0,0,2,10,0,今日は金曜ロードショーで
0,2,10,0,0,2,12,0,耳をすませばがやっていたそうで
0,2,12,0,0,2,14,0,家にはテレビがないので
0,2,14,0,0,2,16,0,ツイッターのトレンドで知りました
0,2,16,0,0,2,18,0,でも私は耳をすませば
0,2,18,0,0,2,20,0,もう何度も見ているので
0,2,20,0,0,2,24,0,さすがに概ねストーリーも覚えているし
0,2,24,0,0,2,28,0,あの毎回は中学生だ
0,2,28,0,0,2,33,0,中学生だという気持ちになります
0,2,33,0,0,2,38,0,はいなんか高校の時までは
0,2,38,0,0,2,42,0,もうなんか本当に素敵な物語
0,2,42,0,0,2,44,0,感じで見てたんだけど
0,2,44,0,0,2,45,0,やっぱ大学入ってからも
0,2,45,0,0,2,48,0,中学生だ中学生だ
0,2,48,0,0,2,50,0,中学生だっていう気持ちになります
0,2,50,0,0,2,54,0,みんなもそうですか
0,2,54,0,0,2,55,0,これはでもね
0,2,55,0,0,3,1,0,あの初めてテニスの王子様という
0,3,1,0,0,3,3,0,コンテンツに触れた時とは
0,3,3,0,0,3,6,0,なんか全く別ベクトルの
0,3,6,0,0,3,8,0,中学生だっていうね
0,3,8,0,0,3,10,0,やっぱ耳をすませばと
0,3,10,0,0,3,11,0,テニスの王子様やっぱ見た時に
0,3,11,0,0,3,14,0,なんか中学生という驚きが
0,3,14,0,0,3,21,0,やっぱ最大値に触れる作品だなと思いますね
0,3,21,0,0,3,22,0,イケメンじゃなかったら
0,3,22,0,0,3,24,0,やばいストーカー確かにね
0,3,24,0,0,3,25,0,前天沢誠司君っていう
0,3,25,0,0,3,26,0,なんか耳をすませばって
0,3,26,0,0,3,29,0,ジブリの作品があるんですけど
0,3,29,0,0,3,30,0,ご覧になったことがない方も
0,3,30,0,0,3,32,0,もちろんいるかなと思うんですけど
0,3,32,0,0,3,34,0,天沢誠司君っていう
0,3,34,0,0,3,35,0,男の子が出てくるんですね
0,3,35,0,0,3,38,0,バイオリンの職人を目指してて
0,3,38,0,0,3,40,0,中学生で主人公の女の子と
0,3,40,0,0,3,42,0,同年代なんですけど
0,3,42,0,0,3,44,0,あの中学卒業したら
0,3,44,0,0,3,47,0,イタリアかどっかに留学するのかな
0,3,47,0,0,3,49,0,職人目指して
0,3,49,0,0,3,53,0,その女の子の主人公の女の子のことが
0,3,53,0,0,3,55,0,もともと気になってるんだけど
0,3,55,0,0,3,59,0,なんかその本同じ本をね
0,3,59,0,0,4,2,0,こうその女の子と
0,4,2,0,0,4,5,0,同じ本を借りようとしたりとか
0,4,5,0,0,4,8,0,するんですよね
0,4,8,0,0,4,10,0,確かそれがやっぱり
0,4,10,0,0,4,13,0,冷静に考えてみたら
0,4,13,0,0,4,19,0,なんかやばいよね
0,4,19,0,0,4,24,0,冷静に考えたらなんかやばいですよね
0,4,24,0,0,4,28,0,でもなんかあの貸し出しカードみたいな
0,4,28,0,0,4,31,0,そういうのその名前を書くんだけど
0,4,31,0,0,4,33,0,なんか一番その本の一番後ろに
0,4,33,0,0,4,34,0,こうさしてやって
0,4,34,0,0,4,37,0,それでこうあの主人公の女の子が
0,4,37,0,0,4,39,0,雫が借りたかどうかみたいなやつを
0,4,39,0,0,4,40,0,確認するみたいなシーンが
0,4,40,0,0,4,43,0,あったような気がするんだけど
0,4,43,0,0,4,45,0,それより先に借りるんだっけ
0,4,45,0,0,4,50,0,絶対自分の名前が書いてあるようにするんだっけ
0,4,50,0,0,4,52,0,そうだったかも
0,4,52,0,0,4,58,0,なんかそういうのもなんかいいですよね
0,4,58,0,0,5,2,0,なんかほらやっぱ
0,5,2,0,0,5,7,0,もう基本図書図書館のカードって
0,5,7,0,0,5,11,0,いわゆるそのICなのかな
0,5,11,0,0,5,13,0,ICなのかなんか
0,5,13,0,0,5,14,0,ぬんって入って
0,5,14,0,0,5,18,0,なんか自動的に印字してくれるタイプだから
0,5,18,0,0,5,20,0,そういうのがね耳を澄ませば
0,5,20,0,0,5,22,0,チャンスは一切訪れないんで
0,5,22,0,0,5,27,0,普段生きてて
0,5,27,0,0,5,29,0,先回りやばいよね
0,5,29,0,0,5,35,0,なんか結構その本屋さん行った時に
0,5,35,0,0,5,41,0,漫画のその棚とかを見ると
0,5,41,0,0,5,45,0,これ本当に嬉しいのかなみたいな
0,5,45,0,0,5,48,0,いわゆる少女漫画とか
0,5,48,0,0,5,52,0,女性向けのコミックスとかで
0,5,52,0,0,5,53,0,タイトルで結構内容が
0,5,53,0,0,5,56,0,うっすらわかるだろうなみたいな
0,5,56,0,0,5,58,0,作品がいっぱいあるじゃないですか
0,5,58,0,0,6,0,0,今回ナロウ系
0,6,0,0,0,6,2,0,NEXTナロウ系トレンドっていう
0,6,2,0,0,6,4,0,あのしゅうがらなメールテーマなんで
0,6,4,0,0,6,5,0,それとももうちょっと
0,6,5,0,0,6,8,0,近しい話かもしれないんですけど
0,6,8,0,0,6,9,0,なんかさそれ
0,6,9,0,0,6,11,0,え?なんかあの
0,6,11,0,0,6,15,0,なんか独舌上司は
0,6,15,0,0,6,18,0,独舌上司がなんか一晩中
0,6,18,0,0,6,20,0,ずっといじめてくるんだがみたいな
0,6,20,0,0,6,22,0,なんかそういうタイトルのさ
0,6,22,0,0,6,26,0,あの眼鏡のさ
0,6,26,0,0,6,28,0,なんかいわゆるそのスーツ姿の
0,6,28,0,0,6,31,0,やたら肩幅がガンダムみたいな
0,6,31,0,0,6,34,0,男性が描かれている
0,6,34,0,0,6,36,0,女性向けのなんか漫画とかが
0,6,36,0,0,6,39,0,平積みにされてるやつ見るんだけど
0,6,39,0,0,6,44,0,パワハラじゃんって思っちゃう
0,6,44,0,0,6,48,0,パワハラじゃん普通に
0,6,48,0,0,6,51,0,というかオフィスでセックスすな
0,6,51,0,0,6,54,0,なんかいやこれ本当に
0,6,54,0,0,6,57,0,そういうなんだろうな
0,6,57,0,0,6,59,0,もちろんその現実的な視点を
0,6,59,0,0,7,1,0,持ち込む場でないって
0,7,1,0,0,7,3,0,わかってるんだけど
0,7,3,0,0,7,6,0,なんかそもそもがパワハラだし
0,7,6,0,0,7,8,0,会社で性行為に及ぶような
0,7,8,0,0,7,10,0,モラルのない人間に
0,7,10,0,0,7,14,0,ときめけって言う方が難しくない?
