start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,0,30,0,0,0,32,0,ん
0,0,32,0,0,0,34,0,ん
0,0,36,0,0,0,38,0,ん
0,0,39,0,0,0,41,0,ん
0,0,42,0,0,0,44,0,ん
0,0,45,0,0,0,47,0,ん
0,0,51,0,0,0,53,0,ん
0,0,54,0,0,0,56,0,ん
0,0,56,0,0,0,58,0,ん
0,1,1,0,0,1,3,0,ん
0,1,10,0,0,1,15,0,いやーなんか めちゃめちゃからあげが食べたいですね
0,1,15,0,0,1,18,0,声もよろしくお願いします
0,1,18,0,0,1,23,0,うららじオールナイト
0,1,34,0,0,1,39,0,からあげ食べたくない時ある?いやない
0,1,39,0,0,1,46,0,はいということで今夜もね遊びに来てくださってありがとうございます
0,1,46,0,0,1,53,0,あのなんでからあげ第一声がからあげだったかっていうと
0,1,53,0,0,2,0,0,お陶芸ありがとうございますあのね今日 あのさっきまでね
0,2,0,0,0,2,6,0,アニマレの平光さんのポケモンの配信見てて
0,2,6,0,0,2,19,0,ひかちゃんがねそこでウーバーイズかなんかしたのかなからあげ頼んでてでとにかく5分ぐらいずっとただからあげをうまいって言ってる配信してたんだよね
0,2,19,0,0,2,23,0,むちゃくちゃ良くて
0,2,23,0,0,2,31,0,そうなんかいやなんかやばいからあげなんじゃないかってぐらい決まっちゃってたんだけどむちゃくちゃ楽しかったですね
0,2,31,0,0,2,48,0,あのー私さっきまでねあのリズムさんのチャンネルで片城というクトル不信用TRPGのサブキーパーとして関城美子さんの片城のお手伝いをしていたんですけれども
0,2,48,0,0,2,59,0,ちょっとねそれであのー個人的にはねちょっといろいろあのあれがまあ本編のネタバレはねもちろんしないんですけど
0,2,59,0,0,3,4,0,ちょっとあの反省点が非常に多くてね終わった後
0,3,4,0,0,3,9,0,猫ちゃんしか言えない猫ちゃんのボットになってたんですけど
0,3,9,0,0,3,21,0,はい猫私あのちょっと自分のキャパオーバーすることがあると猫ちゃんしか言えなくなっちゃうっていう病を患ってるんですけど
0,3,21,0,0,3,37,0,でねあのちょっと結構やっぱり今回のねその片城っていうクトル不信用TRPGリズムさんが制作でリズムさんがGMとして回してくださるというタッグになっておりまして
0,3,37,0,0,3,49,0,なんとね美子さんハニースラップの関城美子さんの4年間の活動の中で初めて自分から誘ったというね
0,3,49,0,0,3,57,0,初めて4年に一度ってことはもうオリンピックじゃないですかみたいな感じで配信前に3人で喋ってたんですけど
0,3,57,0,0,4,1,0,その時の私の心情マジでやばかった
0,4,3,0,0,4,12,0,おいおいマジかよ4年に一度なのと思ってねあの本当に聞きたかったあの時
0,4,12,0,0,4,26,0,でその時の私がもうお手伝いとして参加させていただくことになったのはですねリズムさんの方からお声掛けいただいたんですけれども
0,4,26,0,0,4,35,0,その時もね私も片城っていうシナリオを遊ばせていただいたことがあってその時は山戸よりさんがサブキーパーというね
0,4,35,0,0,4,45,0,今日私がやらせてもらったロールをされていたんですけどまあそれが本当に良くてね最高だったんで
0,4,45,0,0,4,55,0,で私がねまさかその役ができるとは思わなかったんですけど緊張伝わりましたが良かったありがとうございます
0,4,55,0,0,5,3,0,まあめちゃくちゃ緊張しましたねうんいや初配信よりもしかしたら緊張してたかも
0,5,3,0,0,5,9,0,ねえ 最初本当にできるかなと思ったんですけど引き受け
0,5,9,0,0,5,18,0,してやらせてもらったんですけどやっぱり オリンピックかと思うとね本当に
0,5,18,0,0,5,24,0,なんか全然自分の時の方が緊張しなかったな
0,5,24,0,0,5,33,0,であの美子さんのね大事な初舞台ということで ご迷惑おかけしないようにね
0,5,33,0,0,5,43,0,私もやっぱりあのデビューしてこの方ねデモクラッシャールカ子としてやらせていただいているんでありとあらゆるエモをね破壊してきたんですけれども
0,5,43,0,0,5,49,0,今日はさすがにねもう絶対あの TRPGの途中で
0,5,49,0,0,5,55,0,他のね他の作品の名前を出す前と思ってとにかくそれだけを気をつけて
0,5,55,0,0,6,5,0,やりました美子さんのね初めての TRPGすごく素敵なディズムさんのキーパーとても素敵でしたし
0,6,5,0,0,6,12,0,セッションになったかと思うのでぜひとも ご覧ください
0,6,12,0,0,6,19,0,まじでご覧くださいはい いやーよかった実はねあの昨日も
0,6,19,0,0,6,32,0,昨日もTRPGやらせてもらっててともしかさんとだばさんのねディーラーというエモクラTRPGというシステムで夜に継がれというシナリオを遊ばせてもらったんですけど
0,6,32,0,0,6,44,0,あのそこではねありとあらゆる仮面ライダーとかプリキュアとかが狂気乱舞してたんですけど絶対にそれはダメだろうなと思いまして
0,6,44,0,0,6,48,0,それはそれでむちゃくちゃ楽しいんだけどね
0,6,48,0,0,6,55,0,あの世には本当にいろんなTRPGとね本当に素敵なシナリオがあるんだなぁ
0,6,55,0,0,7,7,0,そしてやっぱり参加する人プレイヤーとかねキーパーとかによって毎回全然違うストーリーというか
0,7,7,0,0,7,19,0,希少転結になるところが何だろう 仮想性が高いというか本当に面白いゲームだなぁって思いました
0,7,19,0,0,7,23,0,で読書感想文みたいですけど
0,7,23,0,0,7,35,0,ということでなんと明日土曜日日付変わって本日土曜日もですね8時からマーダーミステリーがありまして
0,7,35,0,0,7,45,0,オモコロのね私の子よなかへするオモコロの記事で遊ばれていたシナリオをやらせていただきます
