start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,10,0,【音楽】
0,1,13,0,0,1,15,0,【裏ラジオ音】
0,1,15,0,0,1,25,0,【音楽】
0,1,25,0,0,1,30,0,【天】はい、皆さんこんばんは。大変お待たせしてしまって申し訳ございません。
0,1,30,0,0,1,35,0,【天】ゆうかKさんにまわるのオーラルカコット、本日は素敵なゲストをお呼びしております。
0,1,35,0,0,1,37,0,【天】天さんお願いします。
0,1,37,0,0,1,44,0,【天】皆さん、ごきげんよう。バーチャルお天馬お嬢様こと、天です。おじゃまいたします。
0,1,44,0,0,1,47,0,【天】バーチャルお天馬お嬢様だ。やったー。
0,1,47,0,0,1,51,0,【天】やってまいりましたー。
0,1,51,0,0,2,4,0,【天】本日は素敵な眼鏡も直前にかけてくださって、私が直前で姿を映している魔法のエアサーバー君という子がいつも助けてくれてるんですけど、
0,2,4,0,0,2,12,0,【天】突然落ちてしまってね、このままだと天さんが一人きりで配信を始めることになってしまうぞってなった時に、
0,2,12,0,0,2,17,0,【天】天さんがね、じゃあ私眼鏡だけでもって言って眼鏡かけてくれました。
0,2,17,0,0,2,23,0,【天】とってつけた眼鏡ですが、すいません。過激派の方はお許しください。
0,2,23,0,0,2,30,0,【雅】今ね、音量を上げましたけれども、いかがでしょうか。バランスなど何かありましたらご指摘お願いします。
0,2,30,0,0,2,32,0,【天】よろしくお願いいたします。
0,2,32,0,0,2,46,0,【雅】本日はね、私のたってのね、希望によりというか、純粋に天さんとおしゃべりしてえなというですね、欲望のままにゲストに来ていただいたんですけれども、
0,2,46,0,0,2,52,0,【雅】いやーありがたい。だからもうなんでなんだろうってずっと不思議に思ってて、
0,2,52,0,0,3,3,0,【雅】私、逆に本当にるかこさんの裏ラジ、毎週楽しみにしている民としては、なんで天が裏ラジに出てるんだろうって、
0,3,3,0,0,3,10,0,【雅】ずっと思いながら、この決まった日から毎日過ごしていましたね。
0,3,10,0,0,3,19,0,【雅】大丈夫です。天さんの声が可愛いですってコメントもね、音量チェックの確認のコメントも来ているぐらいですね。皆さんも待ってたなって、多分。
0,3,19,0,0,3,25,0,【雅】天さんだ、嬉しい、可愛いっていうね、大喜コメントも拝見しておりましたけど。
0,3,25,0,0,3,37,0,【雅】なんかあのー、本当にね、活動されてる方にね、配信を聞かれるっていうのはね、またあのー、人性の恥ずかしみがあるんですよね。
0,3,37,0,0,3,46,0,【雅】もちろん配信してる時とかは楽しく話してるんですけど、し、リスナーさんも楽しんでもらえたらいいなっていう気持ちで、
0,3,46,0,0,3,54,0,【雅】おしゃべりしてるんですけど、終わった後、なんで今日あんなに結婚式のことディスっちゃったんだろうみたいな日があるんですよね。
0,3,54,0,0,3,58,0,【雅】ははははは。はいはいはい。
0,3,58,0,0,4,7,0,【雅】あのなんか一回その、なんか結婚式のプログラムってなんであんなになんか香り合いしないんですかねみたいな話をなんかずーっとしてた時があって、
0,4,7,0,0,4,17,0,【雅】あれとかも本当にびっくりすると誰にも聞かれたくなくて、そう、ていう回もあったりしてて、そう、てのがあるんでね。
0,4,17,0,0,4,25,0,【雅】ちょっとあの、まぁ今回は、あのー、そういうね、なんだろうな、あのー、あんまり過激なことは言わずに。
0,4,25,0,0,4,33,0,【雅】いや、いつも通りの、いつも通りで言ってください。やめてくださいよ。
0,4,33,0,0,4,40,0,【雅】言わないから。過超風月の話なんてできませんから、あのゲームは。
0,4,40,0,0,4,48,0,【雅】ということであの今日はね、過超風月の話をするために、俺の、俺たちの対応をね、呼んだんですけど、
0,4,48,0,0,4,59,0,【雅】てんさんのこともしかしたら、てんさんのリスナーさんも来てくれてて、あの私のことをね、あのー初めて見たよって初めて聞いたよって方のために今軽い自己紹介をね、
0,4,59,0,0,5,7,0,【雅】えー、したんですけども、あれ?なんかマイナスなことしか言ってないな今の自分の自己紹介において。
0,5,7,0,0,5,13,0,【雅】ちょっと上げときましょう、上げときましょう。なんか、ありますよ、過超風月の話。
0,5,13,0,0,5,20,0,【雅】テロップ間違えてる、ありがとうございます。流れるテロップ一旦消しておこう。
0,5,20,0,0,5,27,0,【雅】てんさんがじゃあ普段どんな過超風月の話をしてるのかっていうのをてんさんからご説明いただきつつ私はテロップを直したいと思います。
0,5,27,0,0,5,41,0,【雅】ありがとうございます。ただアマギーは過超風月というよりは最近は、やっぱ令和に入って、エアコンを買って、あの昭和初期みたいな反応をしたりとか、
0,5,41,0,0,5,56,0,【雅】あと、あの、歯医者に行ったら、あの、親知らずがもうすぐ生えてくると思っていたら、親知らずじゃなくて理工の骨だったっていう話だったりとか。
0,5,56,0,0,6,3,0,【雅】でもなかなか、あんまり過超風月の話はできていないんですけど。
0,6,3,0,0,6,17,0,【雅】でもそれで言うと、私もよく何か、あの、家電を断捨離してる話とか、あと親知らずが私も何か、あの、四方向から生えてきたやつを一本抜いた話とかを、よくTwitterでしてるので、もしかしたら意外と何か近しい?
0,6,17,0,0,6,20,0,【雅】いや、近しい、近しいですよ。
0,6,20,0,0,6,23,0,【雅】近しいなんて言っていいのか分からない。
0,6,23,0,0,6,24,0,【雅】ルカコスさんみたいな。
0,6,24,0,0,6,26,0,【雅】いや、ちょっと、恐れ多いかも。
0,6,26,0,0,6,28,0,【雅】ちょっと、ちょっと、恐れ多いかもしれない。
0,6,28,0,0,6,31,0,【雅】お互いちょっと恐れ、恐れ多いかもしれない。
0,6,31,0,0,6,35,0,【雅】恐れ多いかもしれないけど、ちょっと。
0,6,35,0,0,6,45,0,【雅】いやー、でもそうですね、やっぱ、エアコンなしの生活をやっぱ4年ぐらいやってきて、今年で4年目に入るところだったんですけど、ぎりぎり。
0,6,45,0,0,6,50,0,【雅】いやいやいや、よく今まで、あの、ご無事でって感じですよね。
0,6,50,0,0,7,7,0,【雅】だから、今思い返すと全然無事じゃなかったなーって。あの時は、あの、ぎりぎり生きていたなっていう気持ちだったけど、全然無事じゃなかったし、多分あれは、軽度の熱中症が毎日続いてたんだなって、今なら。
0,7,7,0,0,7,9,0,【雅】死んでたすぎる。
0,7,9,0,0,7,11,0,【雅】いや、本当に。
0,7,11,0,0,7,16,0,【雅】え、電子機器類は大丈夫でしたか?その調子で。
0,7,16,0,0,7,18,0,【雅】多分ダメだったんだと思うんですね。
0,7,18,0,0,7,20,0,【雅】ダメだったんですよね、多分ね。
0,7,20,0,0,7,25,0,【雅】なんかポロポロ壊れるなと思ってたんですけど。
0,7,25,0,0,7,39,0,【雅】いやでもね、なんか、その気持ちは、でも私はエアコンがない夏を過ごしたことはないですけども、あの、電化製品をないまま過ごすっていうのはたまにあるので、その気持ちは非常によくわかります。
