start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,0,0,0,0,0,2,0,おしまいです。ご視聴ありがとうございました。
0,0,30,0,0,0,32,0,おしまいです。ご視聴ありがとうございました。
0,1,0,0,0,1,14,0,来週のゲストですけれども、DIZMさんが来てくれます。やったね。よろしくお願いします。
0,1,30,0,0,1,38,0,はい、皆さんこんばんは。パトカーも鳴り響いております。SRAMからお送りしております。
0,1,38,0,0,1,46,0,夕書320の大原るか子で、本日も夜も遅くに来てくださってありがとうございます。
0,1,46,0,0,1,58,0,ということで、先ほどね、申し上げました通り、来週16日の夜は、Dismさんが来てくれます。
0,1,58,0,0,2,15,0,前回、来ていただくのが2回目なんですけど、前回ね、配信で見たいこんなTRPGみたいな感じで、いろいろお話を伺ったので、
0,2,15,0,0,2,33,0,来週もね、来週何のお話聞かせてもらおうかなと思ったんですけど、舞台とか演劇関係のお話をね、させてもらえたらなと思ってて、それにまつわるテーマを設けようかなと思ってます。
0,2,33,0,0,2,39,0,何も聞いてないのに音量確認していただき本当にありがとうございます。助かります。
0,2,39,0,0,2,50,0,今度ね、DismさんがまたそのTRPGのセッションの配信とかもよくされてるんですけど、
0,2,50,0,0,3,0,0,冒涜都市っていう舞台をね、ちょっと待ってね、ちゃんと告知されてるよね。すっげー今怖くなっちゃった。待って。
0,3,0,0,0,3,5,0,あれ?大丈夫だよね。全然見たもんね。Twitterで見たもんね。
0,3,5,0,0,3,10,0,え?見たよね?されてるよね。よかった。
0,3,10,0,0,3,17,0,ひー怖っ。マジで怖い。舞台とかもされるんで。
0,3,17,0,0,3,24,0,それにまつわったりまつわらなかったりしたいと思います。
0,3,24,0,0,3,38,0,本当に告知関連もマジで怖くてね、特にやっぱ12月に7thincとしてもイベントを控えていますけれども、
0,3,38,0,0,3,48,0,あれ?これ告知されてんだっけ?なんか言っちゃダメって言われてたことあったけどマジでなんだっけ?ってね、日々困惑しながら配信をしていますけど、告知するときもね。
0,3,48,0,0,4,3,0,なんか、あのー、この中でリトルトゥースの皆さんもたくさんいると思うんですけど、リトルトゥースっていうのは、あのーあれですね、あれなんだっけ?
0,4,3,0,0,4,21,0,オールナイトニッポンか。踊りは。踊りさんのオールナイトニッポンで、あのよくそのー、若林さんが、若林さんがよくね、フライングで告知をしているっていう。
0,4,21,0,0,4,35,0,でなんか、なおかつまたそのね、あのー、これもオールナイトニッポンですけど、クリピナッツの松永さんもよくフライングでね、ネタバラシをしちゃってるっていうのがあって、
0,4,35,0,0,4,45,0,結構やっぱ、その深夜っていうこともあるし、生配信としてね、言っちゃいけないこと言っちゃった後の対応っていうのがやっぱ一番大事ですから。
0,4,45,0,0,4,55,0,言っちゃダメなら知らせないでほしいよね。マジで本当にそれ。マジで本当にそれなのよ。
0,4,55,0,0,5,11,0,なんか、なに?リスナーさんと同じタイミングで全てを聞きたい。うん。で、なんか正直その12月のイベントに関しても、やっぱその皆さんより先んじて知ってるわけですよ。
0,5,11,0,0,5,23,0,で、いつのコラボだったか忘れちゃったんだけど、アニマーレでコラボ、私は勇敢キスアニマーレっていうグループに所属してるんですけど、
0,5,23,0,0,5,39,0,そのね、勇敢キスアニマーレを要する7thincのイベントがまだ告知される前に、アニマーレでゲームコラボかなんかしてた時に、なんかね、ランちゃんが口を滑らしそうになった回があったんだよね。
0,5,39,0,0,5,50,0,で、なんか、ランちゃんがね、それなんかどっかのアーカイブにあると思う。
0,5,50,0,0,5,55,0,あのー、いや、ちょっと待って今危なかったね。今危なかったわーってランちゃんが自分で言ってました。
0,5,55,0,0,6,2,0,これね、後から聞くとより面白いんでね。
0,6,2,0,0,6,10,0,その時は全然、お首にも出さないというか、全然、ミリも出してなかったんで。
0,6,10,0,0,6,24,0,政府も政府なんですけど、そういうね、もし告知の前にバラしちゃってたらどうしようっていう恐怖と戦いながら生配信をしてますね。
0,6,24,0,0,6,32,0,あとなんか言っちゃいけない、言っちゃいけないこと言わないようにするっていう。
0,6,32,0,0,6,43,0,やっぱね、そういう恐怖とね、隣り合わせになりながら、あの、会いだり会えがなかったりしてるんですよ。配信で。
0,6,43,0,0,6,47,0,いやちょっと待てよ。さすがに会いだら怒られるかな。
0,6,47,0,0,6,59,0,でもなんか、他みんな会いでるし、どうだろうなみたいな感じでね、この間のエロスワード選手権とかを戦ってるわけですよね。
0,6,59,0,0,7,8,0,どのラインかなっていう。怒られたくないんでやっぱり。日々怒られたくないなっていうモチベーションで生きてるところもあるんでね。
