start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,2,0,【裏ラジオールナイト】
0,1,16,0,0,1,20,0,はい、皆さんこんばんは。今夜もね、来てくださってありがとうございます。
0,1,20,0,0,1,26,0,あのー、直前にあのー、テーブルの上のね、プロテインを用意していた関係で
0,1,26,0,0,1,30,0,あのー、いつも始まる前になんか適当に喋ってたっていうことさえ忘れました。
0,1,30,0,0,1,34,0,本日は素敵なゲストが来てくれています、あいつきなくるさんです。
0,1,34,0,0,1,37,0,わぁー、こんばんはー。
0,1,37,0,0,1,38,0,こんばんはー。
0,1,38,0,0,1,42,0,再び、お呼ばれしてまいりました。
0,1,42,0,0,1,46,0,あいつきなくると申します。よろしくお願いします。
0,1,46,0,0,1,51,0,わっ、配信画面が素敵だ。プロテインも用意してもらって。
0,1,51,0,0,1,53,0,ありがとうございます。
0,1,53,0,0,1,57,0,これがね、配信4分前から準備し始めたプロテインです。
0,1,57,0,0,1,59,0,私がポロッと言ってしまったんです。
0,1,59,0,0,2,3,0,あ、プロテインとか置いたらなんか可愛いっすね、みたいなこと言ったら
0,2,3,0,0,2,6,0,ぬかこさんにお手を煩わせてしまって。
0,2,6,0,0,2,10,0,いやいやいやいやいや、私が気づいてなかったのがまずいけない。
0,2,10,0,0,2,14,0,我々のコラボでテーブルの上にプロテインがないなんてありえないのに。
0,2,14,0,0,2,19,0,プロテインに気づきなんていらないですから、すいませんでした。
0,2,19,0,0,2,23,0,何よりも大事なことですよね。
0,2,23,0,0,2,25,0,ありがとうございます。
0,2,25,0,0,2,30,0,何か音量などありましたらご指摘のほどよろしくお願いします。
0,2,30,0,0,2,31,0,あ、あ、あ。
0,2,31,0,0,2,33,0,大丈夫かな?
0,2,33,0,0,2,34,0,セクシー。
0,2,34,0,0,2,36,0,セクシー、こんばんセクシー。
0,2,36,0,0,2,37,0,こんばんセクシー。
0,2,37,0,0,2,38,0,セクシー。
0,2,38,0,0,2,40,0,こんばんセクシー。こんばんセクシー。
0,2,40,0,0,2,43,0,始まる前にちょっと喋ってたんですけど、
