start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,22,0,来週のゲストは 愛知県中山です
0,1,22,0,0,1,26,0,やったー それでは今夜も始めていきます
0,1,26,0,0,1,31,0,裏ラジオールナイト
0,1,46,0,0,1,53,0,はーい ということで今夜もね 夜分遅くに遊びに来てくださってありがとうございます
0,1,53,0,0,2,0,0,冒頭でも… あ ジングル入ってた よかったです
0,2,0,0,0,2,6,0,冒頭でもね お知らせしたんですが 来週はゲストが来てくださって なんと
0,2,6,0,0,2,13,0,みんな大好き 愛月奈倉さんが来てくれることになりました めちゃくちゃ楽しみでね
0,2,13,0,0,2,18,0,何度かTRPGをご一緒させてもらったことがあるんですけど
0,2,18,0,0,2,29,0,本当にね ふんわりとした声と雰囲気と たまに 何だろうな 節字が凍るようなことをね
0,2,29,0,0,2,34,0,察してくるところが非常に大好きでね
0,2,34,0,0,2,41,0,的に最後にするものだと思ってた? 無理だね 我慢できないし忘れるし
0,2,41,0,0,2,45,0,早ければ早い方がいい 判断はね
0,2,45,0,0,2,49,0,ということで 愛月奈倉さんが来てくれることになりました
0,2,49,0,0,2,54,0,2週間くらい前に新曲をも出されてたかな すごいよく聴いてます
0,2,54,0,0,3,2,0,私は特にね 読み方が微妙に合ってるか分かんないんですけど
0,3,2,0,0,3,7,0,Oxydrateっていう曲がすごい好きで
0,3,7,0,0,3,15,0,香狗よつぎさんっていうイラストレーターさんがね ビジュアルを描いてらっしゃるんですけど そのMVの
0,3,15,0,0,3,19,0,めちゃくちゃ美しいんでね ぜひとも
0,3,19,0,0,3,24,0,あれ?りゅうごんさん 今日この後ラジオじゃないですか? こんばんは
0,3,28,0,0,3,36,0,あれ?なんかりゅうごんさん この後2時からいつもラジオやってらっしゃってる気がするんだよな 気のせいじゃなければ
0,3,36,0,0,3,38,0,1週に見てくださってるんですかね
0,3,38,0,0,3,46,0,ということで ぜひ来週も遊びに来てくださったらとっても嬉しいです
0,3,46,0,0,3,51,0,何話そうとしたんだっけ 昨日眠る前にね
0,3,51,0,0,3,56,0,ちょっとあの 寝つきが悪くて昨日珍しく
0,3,56,0,0,4,2,0,でなんかあの デスゲームとか考えてみようかなと思って 寝る前に
0,4,2,0,0,4,7,0,ラジオの勉強しに行きました? いや来るとこ間違ってますよ
0,4,7,0,0,4,13,0,今ねバナナマンのバナナムーンゴールドっていうのをやってるんで 普通に
0,4,13,0,0,4,16,0,ジャンクで
0,4,16,0,0,4,19,0,それ聞いてくださいね
0,4,19,0,0,4,25,0,であの デスゲーム考えようかなと思ったんですけど
0,4,25,0,0,4,27,0,なんかあの
