start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,0,0,0,0,0,2,0,おしまいです。ご視聴ありがとうございました。
0,0,30,0,0,0,32,0,おしまいです。ご視聴ありがとうございました。
0,1,0,0,0,1,2,0,おしまいです。ご視聴ありがとうございました。
0,1,30,0,0,1,32,0,おしまいです。ご視聴ありがとうございました。
0,2,30,0,0,2,38,0,どうしようもなくね、秋っぽいんですよね。どうしようもなく。サムネイルとかも結構頻繁に変えたくなってしまうんですけども
0,2,38,0,0,2,46,0,なんかあの、今この背景に使わせてもらっている
0,2,46,0,0,2,53,0,あのサムネイルとかも結構頻繁に変えたくなってしまうんですけども
0,2,53,0,0,2,57,0,なんかあの 今
0,2,57,0,0,3,6,0,この背景に使わせてもらってる イラストですね実はのアルマ先生私のチャンネルアートとか書いてくださっているアルマ先生に
0,3,6,0,0,3,14,0,歌ってみた動画用にね書き下ろしていただいたものの素材を 使わせてもらっておりますね
0,3,14,0,0,3,23,0,このイラスト 全部好きなんでとにかく歌ってみたのね動画もすごい素敵に作っていただいたんですけど
0,3,23,0,0,3,27,0,なんとかして日常に取り入れていきたくてね
0,3,29,0,0,3,35,0,背景にさせてもらいました あっスーパーチャットありがとうございます 始終8年誠にお喜び申し上げますということでね
0,3,35,0,0,3,47,0,あの大気でもいい春をお過ごしください などなどスーパーチャットもね頂戴しておりまして本当にいつもありがとうございます
0,3,47,0,0,3,55,0,ということでねあの 私明日ですかね26日土曜日深夜
0,3,55,0,0,4,3,0,0時24時35分だったかな からのガリベンガーにですね出演させて
0,4,3,0,0,4,6,0,いただくことになりました
0,4,7,0,0,4,13,0,まあねあのもう収録してある ものなので
0,4,13,0,0,4,19,0,今すごい緊張するっていうことはほぼない に等しいんですけれども
0,4,19,0,0,4,22,0,なんかの
0,4,22,0,0,4,32,0,怖いですよね怖いです正直あのちょっと あんまり記憶がなくてやっぱ収録した時は
0,4,32,0,0,4,42,0,めちゃめちゃに緊張していたんで特に何喋ったとか どんなリアクションしたかとかの記憶がマジでないんですよね
0,4,42,0,0,4,46,0,でも一緒にねあのアニマーレの先輩である ゆの原泉さんと一緒に
0,4,46,0,0,4,51,0,収録を出演させてもらって野球版の会を
0,4,51,0,0,5,0,0,で本当にスタッフの方も皆さん優しかったですし 教官もねあの野球版の先生もめちゃめちゃ
0,5,0,0,0,5,7,0,あの丁寧にいろいろ教えてくださってすごい 楽しい経験をさせていただいたんですけれども
0,5,7,0,0,5,11,0,まあ何よりね
0,5,11,0,0,5,17,0,しろちゃんしろちゃんと便宜を呼ばせて いただきますけど
0,5,18,0,0,5,24,0,まあ優しかったもうマジで 天使かな
0,5,24,0,0,5,28,0,なんかすごいねー 私と
0,5,28,0,0,5,39,0,ねあのしろちゃんと呼ばせていただくのもおこがましいぐらいなんですけど 私と泉さん2人でね結構緊張してたんですけど
0,5,39,0,0,5,44,0,なんか始まりこう どうやって喋るとか
0,5,44,0,0,5,50,0,すごいほぐしていただいて めちゃめちゃ優しくて素敵な方でした
0,5,50,0,0,5,58,0,なんか家帰ってしみじみとああああああ 白ちゃんと喋ってしまったなぁ
0,5,59,0,0,6,9,0,白さんもおかしいでしょでもなんか 白ちゃん様白さん白ちゃんすごい難しいんですけどね
0,6,9,0,0,6,17,0,マジで本当に素敵な方でしたとてもいい経験をさせていただいたのでね まあしたらちょっと満を持ちして
0,6,17,0,0,6,23,0,星座で見ようと思っております 皆さんもねもしお時間あれば
0,6,23,0,0,6,28,0,ご覧いただけたら幸いですよろしくお願いします
0,6,28,0,0,6,31,0,そうなんかもう
0,6,31,0,0,6,43,0,いやちょっとこれはねあの放送終わってからいろいろまた詳しくあの感想など 述べさせていただけたらなぁと思いますのでよろしくお願いします
0,6,43,0,0,6,56,0,今日はですねラジオ配信ということで毎週3つぐらいコーナーがあります 普通のお便りと勝手にメールテーマっていう皆さんがね私がどんな風に
0,6,56,0,0,7,2,0,脱線するのかというのを予想して送っていただく コーナーと週があるのメールテーマですね
0,7,2,0,0,7,9,0,今回は 春なんか嫌いだったっていうテーマで妄想のね
0,7,9,0,0,7,16,0,春にまつわるエピソードで戦おうっていう コーナーになっております
0,7,16,0,0,7,19,0,ちょっとお水を見ます
0,7,23,0,0,7,28,0,なんか下から立ち込めてますね雰囲気 あーこれ上からね
0,7,28,0,0,7,33,0,オーバーレイみたいな感じでそのライトリークを乗せている ライトリークっていうのかな
0,7,33,0,0,7,38,0,なんかの光のねなんかふわふわするやつを上から薄くかけてるんですよ
