start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,0,0,0,0,0,2,0,ん
0,0,2,0,0,0,4,0,ん
0,0,4,0,0,0,6,0,ん
0,0,6,0,0,0,8,0,ん
0,0,8,0,0,0,10,0,ん
0,0,10,0,0,0,12,0,ん
0,0,12,0,0,0,14,0,ん
0,0,14,0,0,0,16,0,ん
0,0,16,0,0,0,18,0,ん
0,0,18,0,0,0,20,0,ん
0,0,23,0,0,0,25,0,ん
0,0,26,0,0,0,28,0,ん
0,0,28,0,0,0,30,0,ん
0,0,30,0,0,0,32,0,ん
0,0,32,0,0,0,34,0,ん
0,0,34,0,0,0,36,0,ん
0,0,37,0,0,0,39,0,ん
0,0,40,0,0,0,42,0,ん
0,0,43,0,0,0,45,0,ん
0,1,15,0,0,1,33,0,今日ラピュタやってましたかね?
0,1,33,0,0,1,35,0,今ツイートしようと思って
0,1,35,0,0,1,36,0,ツイッター開いたら
0,1,36,0,0,1,40,0,トレンドがもう絶対ラピュタやってたじゃんって感じだったら
0,1,40,0,0,1,45,0,よろしくお願いします
0,1,45,0,0,2,0,0,うららじオールナイト
0,2,0,0,0,2,1,0,わーすごい
0,2,1,0,0,2,9,0,コメント欄がもう滅びの呪文でいっぱいですね
0,2,9,0,0,2,10,0,BGMどっか行っちゃった
0,2,10,0,0,2,14,0,あったあったあった
0,2,14,0,0,2,15,0,皆さんこんばんは
0,2,15,0,0,2,17,0,やっぱ遅くにね
0,2,17,0,0,2,19,0,遊びに来てくださってありがとうございます
0,2,19,0,0,2,24,0,ゆかきさんにもあるオーラルコです
0,2,24,0,0,2,26,0,活動1年半を迎えてもなお
0,2,26,0,0,2,31,0,自分の名前を天が見する始末
0,2,31,0,0,2,37,0,今日ちょっとやっていく自信がちょっとないんですけども
0,2,37,0,0,2,41,0,今日も頑張っていきたいと思います
0,2,41,0,0,2,43,0,皆さんは特に頑張らず
0,2,43,0,0,2,44,0,なんか作業とかね
0,2,44,0,0,2,47,0,しながら聞いていただけたらなと思うんですけど
0,2,47,0,0,2,53,0,どう考えても私の音量が小さい気がするな
0,2,53,0,0,2,54,0,音量何かね
0,2,54,0,0,2,57,0,今ちょっと声を大きくしたんですけど
0,2,57,0,0,3,0,0,気になる部分あればご指摘ください
0,3,0,0,0,3,4,0,ということでね
0,3,4,0,0,3,6,0,40秒で支度してきた
0,3,6,0,0,3,9,0,なんかうっすらね
0,3,9,0,0,3,13,0,あの金曜ロードショーが夏
