start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,7,0,今日の金曜ロードショー トトロだったみたいですね
0,1,7,0,0,1,10,0,トトロ見た人いますか?
0,1,10,0,0,1,13,0,私もねやっぱり
0,1,13,0,0,1,17,0,ジブリは配信で見られないんで
0,1,17,0,0,1,20,0,やっぱり見たことがないんですけど
0,1,20,0,0,1,33,0,自由に乗るためにテレビ買わないな
0,1,50,0,0,2,5,0,皆さんこんばんは 今夜も遊びに来てくださってありがとうございます
0,2,5,0,0,2,8,0,U-KISSアニマルのオーラル加古です
0,2,8,0,0,2,12,0,今日はちゃんとジングル流れたんでしょうか
0,2,12,0,0,2,14,0,定期的にやっぱりね
0,2,14,0,0,2,22,0,配信のソフトの方が設定を変えてくるんで
0,2,22,0,0,2,25,0,まあTVerで相変わらずボラギノールをお勧めされるか
0,2,25,0,0,2,27,0,ジングル流れたらよかったです
0,2,27,0,0,2,35,0,TVerっていう世のねテレビ番組を公式にオフィシャルでね
0,2,35,0,0,2,37,0,アプリで見られるっていう
0,2,37,0,0,2,38,0,買わないテレビ代
0,2,38,0,0,2,42,0,じゃあそれ何になるんだろう
0,2,42,0,0,2,44,0,ありがとうございます 待機でね
0,2,44,0,0,2,49,0,ご衆議いただいてた方もいらっしゃって本当にありがとうございます
0,2,49,0,0,2,55,0,私は結婚したわけではないんですけれども
0,2,55,0,0,2,58,0,とても助かります ありがとうございます
0,2,58,0,0,3,2,0,そうだねどうせPCモニターになる
0,3,2,0,0,3,4,0,賞金100万円明日もらえる予定なんで
0,3,4,0,0,3,10,0,私の右左側に向かって左に出てますけれども
0,3,10,0,0,3,13,0,この金色で100万円って書いてあるとなんか
0,3,13,0,0,3,17,0,すごい一気にねなんかあれですよね
0,3,17,0,0,3,23,0,金の猛者感が出るよね
0,3,23,0,0,3,25,0,100万円もらったらね
0,3,25,0,0,3,28,0,そうですねモニター1枚買おうかな
0,3,28,0,0,3,31,0,モニター1枚買って
0,3,31,0,0,3,33,0,あとどうしようかな
0,3,33,0,0,3,36,0,なんかあれですよせっかく100万円もらったんで
0,3,36,0,0,3,40,0,グループに還元したいなって思いますね
0,3,40,0,0,3,46,0,なんかやっぱり私がダッツで当ててもらった100万円ではあるんですけれども
