start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,0,0,0,0,0,7,0,手の何が1番外れや中は1番外れ
0,0,12,0,0,0,17,0,今日、月末にそりゃいいw
0,0,47,0,0,0,54,0,本日は香倉鈴さんがゲストで来てくださってます 本日もよろしくお願いします
0,0,56,0,0,0,59,0,うらラジオールナイト
0,0,59,0,0,1,17,0,はいみなさんこんばんはYouCanKissアニマルのうらるかこです 本日はゲストに来ていただいております 鈴さんお願いします
0,1,17,0,0,1,25,0,はいおはようございますドットライブ所属の香倉鈴です よろしくお願いします
0,1,25,0,0,1,31,0,何かね音量チェックできていないので何かありましたら教えてください
0,1,31,0,0,1,40,0,普通に集合してめちゃめちゃ普通に喋ってたら その間にか1分前になっててすごいびびりました
0,1,40,0,0,1,45,0,早っと思って めちゃめちゃ早かったですね
0,1,45,0,0,1,55,0,音量大丈夫?ありがとうございます 本日のハッシュタグラジカルメガネラジオでね色々感想などつぶやいていただけたら嬉しいです
0,1,55,0,0,2,4,0,これハッシュタグねあのラジカルメガネラジオで大丈夫ですかって聞いたら鈴さんがいい感じですねって言ってくれてめちゃ嬉しかった
0,2,4,0,0,2,8,0,めちゃめちゃかっこいいなって思いました
0,2,10,0,0,2,14,0,めちゃめちゃ好きです これしかねえと思って
0,2,14,0,0,2,25,0,なんかやっぱやばいややボスがでかいやっぱりね直前に鈴さんやっぱり200倍にしとけ鈴さんはよーと思って200倍にしたのがよくなかったです
0,2,25,0,0,2,30,0,初めてですよ多分私の音量200倍にしてる人は
0,2,30,0,0,2,39,0,なんか鈴さんの声なんかでかきゃでかい方がいいだろうと思ってでかくしました
0,2,39,0,0,2,45,0,同じくらいね 声さえでかいねすいませんでした
0,2,45,0,0,2,54,0,あのラジカルは求心的過激って意味なんで我々はメガネに関して非常に過激な二人組ということで本日は本当
0,2,54,0,0,3,1,0,夜遅くにも関わらず鈴さんに来ていただいてさっきまでねフォールガイズ大変だったと思うんですけど
0,3,1,0,0,3,4,0,いやいやルカコさんこそ
0,3,4,0,0,3,9,0,いやいやいや鈴さんこそルカコさんこそ
0,3,9,0,0,3,14,0,一生終わらなくなる いやいや私なんて全然忙しくなくて
0,3,14,0,0,3,21,0,そういうふうに見えるかもしれないんですけど本当全然暇なんですよみたいな感じになっちゃう
0,3,21,0,0,3,28,0,あのさっきまでガリベンガーのねあの youtube の配信にお邪魔しております西木小井の渡辺さんと
0,3,28,0,0,3,37,0,伊藤dさんとお話しさせてもらったんですけど実は後編でその会員限定コンテンツになってるんですけど
