start_h,start_m,start_s,start_ms,end_h,end_m,end_s,end_ms,text
0,1,0,0,0,1,4,0,もし勘違いだったらご指摘いただきたいんですけど
0,1,4,0,0,1,8,0,もしかして一般的にSFって
0,1,8,0,0,1,12,0,あんまり人気がないんですかね
0,1,12,0,0,1,32,0,声もよろしくお願いします
0,1,32,0,0,1,52,0,皆さんこんばんは
0,1,52,0,0,1,53,0,めっちゃエコーかかってた
0,1,53,0,0,1,54,0,皆さんこんばんは
0,1,54,0,0,1,56,0,有冠決算アニマーラのオーラルカコです
0,1,56,0,0,2,0,0,なんでそのあのSFが人気ないのかもしれない
0,2,0,0,0,2,3,0,って思ったかっていうと
0,2,3,0,0,2,6,0,あのこの間
0,2,6,0,0,2,10,0,まあね今後その今回そのラジオでも
0,2,10,0,0,2,12,0,AIがテーマのお便り募集してて
0,2,12,0,0,2,17,0,今回であの明日ね
0,2,17,0,0,2,20,0,つむぎねんさんっていうそのAIのVTuberさんと
0,2,20,0,0,2,23,0,コラボさせてもらうから
0,2,23,0,0,2,24,0,もうちょっとSFってか
0,2,24,0,0,2,28,0,そのAIが題材の小説でも買おうかなと思って
0,2,28,0,0,2,30,0,本屋に行ったの
0,2,30,0,0,2,34,0,そしたら早川の棚がなくて
0,2,34,0,0,2,38,0,あたまたまちょっと行った本屋が小さかったかなと思って
0,2,38,0,0,2,40,0,で2軒目行ったの
0,2,40,0,0,2,44,0,そしたら早川が1冊も置いてなくて
0,2,44,0,0,2,47,0,であの草原のSFもなくて
0,2,47,0,0,2,54,0,1冊もあれSFって人気ないのかな
0,2,54,0,0,2,56,0,誰も読んでないのかと思って
0,2,56,0,0,3,2,0,めちゃくちゃびっくりしたっていうのがあって
0,3,2,0,0,3,4,0,そう早川の棚がなかったです
0,3,4,0,0,3,6,0,まあちょっとコンパクトなね
0,3,6,0,0,3,9,0,そんなに大きい書店ではなかったんですけど
0,3,9,0,0,3,15,0,3店舗ぐらい行ってなかったです棚
0,3,15,0,0,3,17,0,そもそも棚がなかったし
0,3,17,0,0,3,21,0,あの早川は置いてますかって言ったらもうないです
0,3,21,0,0,3,26,0,お取り寄せになりますねって感じだったし
0,3,26,0,0,3,31,0,小さいコンパクトな書店って
0,3,31,0,0,3,36,0,結構その海外文学ってこう一色たに求められてることが
0,3,36,0,0,3,38,0,結構ままあるじゃないですか
0,3,38,0,0,3,44,0,そうするともう大体ミステリーかな
0,3,44,0,0,3,47,0,いわゆるそのホロウィッチとか
