start_s,text
-4248,待機
-4005,待機
-2869,待機
-2525,待機スヤァ
-2410,待機
-1864,待機
-1801,待機
-1403,待機
-1288,待機
-1252,待機
-1090,待機
-983,待機
-969,待機
-844,待機
-730,待機
-714,待機
-693,待機
-636,待機
-509,待機
-500,待機
-453,待機
-412,待機
-405,待機
-398,待機
-351,|･`ω･)
-316,待機
-273,待機
-270,待機〜 
-233,待機
-217,待機
-214,待機
-162,待機
-141,久々らじお
-128,待機
-115,待機
-94,待機
-91,睡眠のお供に
-73,待機
-48,待機
-35,初見なのでワクワクが止まらない
-18,待機
-13,待機
-11,待機
-7,待機
2,待機
6,きちゃ
9,きちゃ
10,きた
11,きちゃ
12,きたわね
15,きちゃ
16,きた
19,おしゃれ
21,きちゃ
22,きちゃ
29,きちゃ
31,きちゃ
35,こんばんは。
41,ﾎﾟﾎﾟﾋﾟ↑
45,きちゃ
49,こんばんはー！
49,GIGOも今日から、楽しみだなぁ
61,こんばんはー！
62,こんばんわ
65,こんばんはー
69,きちゃ
74,こんばんは
75,GIGO行ってみようかなあ
89,こんばんわ
89,うん
91,こんばんは〜
92,してたねー
92,ﾎｰｩ
93,こんばんはー！
96,こんばんは
96,うん
98,こんばんは
99,こんばんは～
99,草
99,耐久おわったのか
101,こんばんは～
102,こんばんはー
103,ユリさん！
103,爆速で終わってたねｗ
103,怒涛のスパートでいっきに集まったねー
104,こんばんは
104,こんばんは〜
104,そう・・・
104,草
104,草
104,草
104,こんばんはー
106,思ってから1時間か…
106,草
106,こんばんは
106,ダイヤモンド774個すごー
107,草
107,めちゃくちゃ早かったよw
107,あらまぁ
108,こんばんは
108,めでたい
110,こんばんはー
112,こんばんは
112,草
112,早い
112,いつもの配信より短かった耐久
112,こんばんはー
113,こんばんは
113,・・・
114,マン！パワー！
115,こんばんは
115,あら悲しい
117,こんばんはー
117,こんばんはー
117,そんな早かったのか
118,こんばんは
119,草
120,こんばんは
120,こんばんはー
120,あまりにも早かった
121,こんばんはー
121,こんばんは
122,こんばんはー
122,遊んで暮らせるぜ
123,こんばんはー
123,こんばんはー
124,こんばんは
124,RTAかな
124,こんばんはー
124,こんばんわ！
125,こんばんはー
125,さすがやユリ嬢
125,こんばんは
126,こんばんは
126,こんばんは〜
127,集まるもんだねぇ
128,こんばんは
129,早すぎたかw
129,こんばんは～
130,こんばんは！
131,こんばんはー
131,こんばんは
133,こんばんは
133,こんばんはー
134,こんばんは
136,こんばんは〜
137,こんばんは
138,こんばんは
139,あら
139,こんばんわ～
141,あらら
141,あらまあ
141,こんばんは
142,あら
143,こんばんわ
144,こんばんは
145,あーそうだったんだ
148,出禁かぁ
149,ロックアウトされた
150,何もしてないって人は大体何かしてるのよ
152,あら
152,こんばんは
152,あー、774鯖重いのかなやっぱり
152,何もしてないからでは？（アップデートとか
152,あら
154,今日も世界一可愛い
154,こんばんはぁ
155,パスワード忘れたとか？
156,あら
156,前の時にシャルさんも入れなくなってたよね
158,みあちみたいに変なサイト見てない？
158,BGM大きいかな？
159,BGMちょい大きいかな
159,ちょっとBGMでかいかな
162,BGMちょっと大きいです
162,BGM大きい
164,”何もしてない”
164,！
165,あらら
167,出禁なのでは？
167,出禁・・・？
168,みるちーず何もしてないのに問題
169,まぁ何もしてないからやろうなｗ
170,BGM大きめかもしれない
170,出禁かー
170,BGM少しだけ大きいかも？
173,ｗｗｗｗ
177,何もしてないのに壊れた…
178,こんばんは初見です　ねんねんのとこから来ました
179,アプデがたりてなかったか
181,いい感じです
182,ナマモノBGM
183,BGM今日も生きてる
184,音量大丈夫です！
189,鼻声ですな
189,音量OK
190,ランチャーで選んでるバージョンが774鯖のバージョンと違うとか？
193,こんばんは　ステッカー届いたよ
195,:microbe:
195,マイナーバージョンが合ってない説はありうる
203,こんばんは
205,裏ラジは腹から声出してなくてもいいですよ
207,ネンちゃん！
209,今ならUnraveledうまく歌える
214,独り言プロ
215,プロのスパイじゃないですか
220,こんばんは
220,こんばんはー
220,リアタイ初めて
220,その時その時のるかこさんが最善よ
221,大浦さんはスケジュール詰まりすぎだと思います！！
222,ｗｗｗ
224,プロ2代目屁理屈王
225,ネンちゃんのショート面白いのばっか
225,それなら負けない
226,プロのスパイ?
226,それはそう
227,セミプロ
228,お、おんｗ
229,おめでとう
230,独り言のプロ
231,パソコンとおしゃべりするプロ
232,そんなことないよ
232,独り言で飯食ってるんや
233,俺たちがいるじゃないか
235,774鯖1.19だから1.19.2とか選んでると入れないと思う
235,独り言を言うプロ
243,一人暮らしだとプロにならない？わりと
244,プロの風格
