start_s,text
-5732,待機
-3724,待機
-3318,待機
-3060,待機
-2891,待機
-2454,待機
-1104,週末の楽しみ
-880,待機
-746,待機
-705,待機( ˘ω˘)
-578,待機
-538,待機
-467,待機
-332,待機
-289,待機
-273,待機
-253,待機
-234,待機
-234,待機
-126,待機
-124,待機
-120,待機
-100,待機
-61,待機
-57,待機
-48,待機
-43,待機
-41,待機
-37,待機
-36,待機
-32,こんばんわ
-25,待機
-22,待機
-20,待機
-19,待機
-17,待機
-16,待機
-16,待機
0,待機
9,きた
10,神Op
14,きちゃー
19,神OP
19,神OP
20,神OP
21,はじまた
24,神ＯＰ
27,神OP
27,神op
28,神OP
30,神OP
31,はじまた
32,神OP
37,こんばんは〜
37,こんばんはー
38,こんばんは～
40,こんばんわ
40,こんばんはぁ
41,こんばんは
42,こんばんはー
42,こんばんはー！
43,こんばんわ
43,こんばんはー
44,こーんばーんはー
44,こんばんは
44,こんばんはー
44,こんばんはー
44,こんばんは～
46,こんばんはー。
46,こんばんはーー
48,こんばんは～
48,こんばんは
48,こんばんはー
49,ばんわー
49,こんばんはー
50,こんばんはー
50,急にw
51,ほう
52,お？
52,こんばんはー
52,こんばんはー
53,こんばんは～
53,こんばんはー
53,えｗ
53,こんばんわー
53,こんばんはー
53,こんばんはー
53,ビビった…？
54,こんばんはー
54,ほう
55,気になるｗ
55,こんばんわ　るかこ
56,こんばんは
56,ほう？
57,こんばんはー！
57,こんばんは
58,こんばんはー
58,何があったのか…
59,ほう
61,こんばんはー
61,内容は！？
62,こんばんはー
63,ｶﾁｯ
63,こんばんは
63,こんばんは～
64,かっこいい
64,こんばんはー
65,ジングルいいね
66,こんばんは
66,オウルナイトー
66,ゆらゆらかわいい
69,ジングルかっこよ
70,かっこいい
70,今晩は
70,いえー
70,神ジングル
73,こんばんわー！
75,こんばんわー
76,ジングル好き
76,こんばんはーーー
78,身内か？身内から来たんか？
83,ジングルかっこいい！
83,こんばんはー、、
83,今日は何時間枠かしら
84,いえいえ
87,やぁ大浦、お邪魔します
88,おまちしておりました
88,こんばんは
89,ジングルとの音量差で耳ぶっ壊れた
90,こんばんはー
94,奇跡的に起きてました！
94,こんばんわー
94,また進化してる
96,問題ナシでぇす
98,あら
98,大丈夫
98,音声設定は生き物
99,今日は一段とアンニュイですね
101,こんばんはー
101,「なんもしてないのにこわれた」
103,今回は存在消えなかった？
103,何もしてないのに(何かはした)
105,あら
107,何もしないのに壊れるやつｗ
107,なにもしてないのに…
108,何もしてないのに壊れた！
108,こんばんはー
109,音量設定はむずかしい
109,何もしてないのに壊れるわけないやろ！と
111,家電製品は基本なにもしてないのに壊れる
111,心霊現象だよ。ただの
111,普通にありますよね　何もしてないのに
115,ｗｗ
115,いつも変わりますね
116,こんばんは
119,何もしてないのに壊れた(迫真
121,またなんかやっちゃいました？
121,good evening
123,最近のＰＣは自動アップデートとかで勝手に不具合起こすから、割と勝手に壊れるぞい
125,なにもしてないはずはないのではｗ
125,瀬島もさっき苦戦してたな
125,そういう時は何かやらかしてるんよｗ
129,意思を持った音量設定
129,でもなんかobsのそういう話はよく聞くね
131,霊障かな？
131,怨霊のせいかもしれない
131,こんばんは
140,Windowsくんがたまに壊してくるらしい
143,また存在が消えたりしなかったなら何よりです
145,新しい扉開いちゃった？？
146,私もテレビ5年くらい見てなかったら壊れたから、有り得るよ？
150,！？？？
150,草
150,こわっ
151,うわああああああああああああああああああああああ
151,自分のでは…
152,絶叫？
153,何ごとよw
153,初手草
153,自分のやつでは
153,るかこのやん
154,それご自分のでは…？
155,絶叫ｗｗｗ
155,こんばんは
157,絶叫ｗ
158,ええ…ｗ
159,絶叫？
159,電圧の都合もあるから動かしている機器は同じが良いかな？
160,どうした？
162,▂▅▇█▓▒░(’ω’)░▒▓█▇▅▂
163,るかこさん自身のやつじゃん
164,やばいやつやん
165,それはまずい
168,草
173,るかこのやん
175,こわいね……
175,るかこさん自身のやつで草
177,自分のやつだ
179,WindowsUpdateは滅んで欲しい
179,草
181,ほうほう
182,自分自身では。。。
183,ツイッターで見たな
183,こんばんは～
185,それ見たことあるなw
185,あー
185,ほう
185,ああｗ
187,草
188,前回そうだったね
190,そういう仕様なのかと思ってましたｗ
191,なってましたね
193,なるほど
195,テスト草
195,あーあれか
196,あれかｗ
197,テストデータは消しとこうねw
197,やっぱりｗ
197,草
197,草
201,ずっと改行できなかったもんなw
202,自分で自分を驚かせているｗ
202,るかこさんかいw
202,こんばんはー
203,自作自演ｗ
203,ああ！　なるほどｗ
203,あれかｗ
206,草
206,山びこで驚く人
206,草
206,自分のかーーい
207,自分の大声にびっくりする犬やんけｗ
207,草
208,自分のでしたかｗ
209,草
209,草
209,草
210,草
210,えぇ…w
210,過去からの悪夢
211,草
212,かわいいね
213,まさに「うわああああああああああああ」ですね
213,草
215,もう一人の僕じゃん
216,草
216,なんやねん
217,セルフホラー
217,自分の言葉で驚いてるｗ
218,自作自演ｗ
221,無意識マッチポンプ
222,改行できるようになって助かります
223,大丈夫？プークスする？
223,こんばんは
223,過去からのドッキリ
224,なんなんだこの人w
224,開幕から自分のお便りとかやらせですね
227,草
229,毎日退屈しなさそう
233,自分のイビキで起きるお父さんかな？
241,自分の泣き声に驚いて夜泣きする赤ちゃんやん
243,いつも短文だったからＯＫ
243,そういうものなのかと思ってた
245,自分の寝言で起きるやつ
247,結局メモ帳とかに下書きして書き込むから問題なかったです
253,とんだボトルメール
258,過去浦さんおちゃめですね
258,Googleタイムカプセルかな？
262,長文入力への変更たすかる
263,寿限無送られても困らない……？
263,ちゃんとw
264,大浦るかこはフクロウと犬のキメラだった……？
265,居たんだｗ
265,寿限無きたかw
266,意外と少なかった
266,草
266,おったかーw
267,ちゃんと送った人ｗ
268,草
269,いたのかｗ
270,いたんだｗ
271,草
272,パイポパイポ
273,律儀w
273,おったんかい
278,長久命の長介まで来たんだｗ
278,ネタ振りにちゃんと応えるのすてき
279,図らずも空気読み
279,寿限無寿限無（以下ｒｙ
281,逆に送られなかったやつｗ
281,むしろ1人だけだったのか……
282,草
287,ちゃんとじゃねーよw
292,寿限無寿限無五劫の擦り切れ…(ry
293,その一人に助けられた
293,よろしくお願いいたします。
302,OPトーク5分定期
303,草
303,５分はいつもの
307,よろしくお願いします
310,1人だけって空気読み大成功じゃん
311,某事務所の長い名前のエルフのフルネーム送ろうぜ
311,こんばんは～！
322,青木ヶ原樹海太郎のその後が気になるw
322,作業のお供にさせて頂きます
328,定期OP5分
330,来週に平林送りましょうか？？
330,やってみましょう
333,そんないうほど大きくなかったですよｗ
335,「なにもしてないのに壊れた」
335,鼓膜の予備は常備してるから大丈夫
338,むしろ鼓膜破ってこ
339,鼓膜リロードすれば良いだけのこと
340,ほー
341,びっくりした！
342,でかいですね
343,セーフ
343,今度は大丈夫げ
343,なんか幽霊みたいな
344,！？
345,でっかｗ
345,お？
345,ほー
346,音圧あった
347,問題ありません
347,こんばんはです
348,ﾋｭｩｰﾝでびっくりした
349,えぇ......:droplet:
350,ふちゅおたぁ
350,ホォーゥ
350,背筋に来た
350,ややでか
350,前回スルーされたふつおたジングル
351,ほー
351,でけぇ
352,ﾎｰｩ
353,フクロウ音が一番デカいｗ
354,ひゅうでかいｗ
355,Very Beautiful Thank I Love You Rukako
356,「ホー」が大きかったですね
356,ちょっと大きいかも
356,何もしてないのに鼓膜が壊れた
358,ちょっぴりデカい
358,許容範囲だけどややでかい
358,フクロウの鳴き声が
359,ちょっとびっくりしたｗ
359,爆音フクロウ
359,机が震えました
359,ドロドロしそうｗ
363,個人差はありそう
365,少しびっくりした
366,予備あるから大丈夫
367,スピーカーが震えた
368,耳からちがでたけど大丈夫です
371,ほー！
374,フクロウくんが大きいw
376,フクロウがつよい（小並
376,フクロウかｗ
381,低音効いてる
383,圧ほしいなら正解
388,るかこさんのパッションが
388,やったぜ
388,マイケル並みの音圧だったぞ
389,自らジングルにｗ
389,腹から声ｗ
390,鼓膜なら幾つもるかこにささげますよ
402,腹から声をｗ
403,OBSのコンプレッサーフィルターで調整する？
404,いまのいい
405,想像できないｗ
405,覇気のあるるかこは解釈違い
405,こんばんわー
405,ギャグやんけｗ
408,覇気のある（大浦比）
410,義体なので破れても鼓膜張り直しOKです
410,それはそれで聴いてみたい
411,あんまりイメージじゃないなｗ
411,絶対るかこさんの声質に合わないやつ
413,のどに負担かけないでくださいね
413,コレジャナイ感？
413,へっどんほほで聞いてると結構音でかいって感じる
415,それ聞いてみたいw
416,無理しない方向でいこ？
417,草
417,残念な結果ですねｗ
418,一回聞いてみたい
418,覇気…？
419,あらｗ
419,それはそれで聞きたいw
419,草
420,草
421,そうだろうなって
423,力抜けてる感じがいいんよ
424,それはそれで聞いてみたい
425,それはちょっと聞いてみたい
426,聞きたいのにｗ
427,w
430,例えよw
434,なんとなく想像つくの草
437,それは聞かせてほしい
438,持ち味を活かしましょう
441,パッション担当
444,モノマネしてるときは比較的覇気があるるかこさんよね
447,なるほど
447,このテンションだからいいんよ……
449,ドラえもん（旧）的になりがち
450,履き違えるな
455,ブレーキ役リスナー
457,ひーらーやみあちからパッション担当奪っていけ
460,マイメロの気迫はすごい
461,アイドルにペンライト振ってる気分でお願いします
462,ううむ、ままならないなw
465,かわいい
466,こんばんはー
473,自分にないものと求める、シャドーですね。
490,ほうほう
494,コーナーまであるんだ…
494,また強者が生まれてしまった…
496,ビスコは美味しいですね
497,カルシウムも多いしな
497,ほう
501,ビスコってそんなに種類あるの？
504,ビスコはおいしい
505,ビスコ大好こ
505,リスナーの食べ物の文字数が減っていくんだ……
505,確かに
508,ビスコはいいぞ
511,ビスココーナーなんてあったのか…
511,これからつよくなる　つよくなる予備軍
515,オレオは？？
515,ビスコ常習者の皆様
515,ビスコたまに食べたくなる
515,実際ビスコうまい
517,ビスコ食べたことないかも
517,見つけた幸せを喜ぼうぜ
518,これはビスコ案件きますか
523,はい
524,そうね
525,プレーン、発酵バター、焼きショコラ、香ばしアーモンド
527,生首のやつか
529,なにそれ
532,少年のフェイス
533,もっと身体によさそう
533,最近は発酵バター入りとか出てるわね
533,最近チェダーチーズの食べました
535,少年のフェイスも黄色いんですか？
535,へぇー
536,全粒粉は絶対美味いやつじゃん……
538,黄色いやつのほうがコンビニではよく見る気がする
538,発酵バター味とか好き
540,チョコ味なら見かけました
540,分離して食べます？
543,ビスコのマークとグリコのマークが偶に頭の中で混ざる
547,いちごもあった気がする
547,おいしいやつ〜
551,プレーン原理主義者ですね
553,へー
