start_s,text
-6451,待機
-4303,待機
-3702,待機
-3209,待機
-2597,待機
-1998,待機
-1271,待機:owl:
-1243,待機
-1222,待機
-1215,待機
-1212,待機
-1088,待機
-796,待機
-762,待機
-751,待機
-565,待機ック
-558,待機( ˘ω˘)ｽﾔｧ
-496,待機
-355,待機
-334,待機
-315,待機
-311,間に合っ待機
-168,待機
-91,待機
-85,待機
-72,待機
-56,待機
-52,あ、もう５月か…
-48,待機
-48,待機
-46,こんばんわ。待機
-33,待機
-32,待機
-30,待機
-24,待機
-8,待機
12,待機
14,待機
15,神OP
23,神OP
23,きちゃ
24,きたぁ
26,きたぁ
29,神OP
31,きた
32,神OP
38,神OP
42,きちゃ
45,きた！
48,神OP
49,神OP
50,こんばんは〜
51,こんばんはー
54,こんばんはー
55,こんばんは〜
55,こんばんわー
56,こんばんはー
56,ｋんばんは～
56,こんばんは～
57,こんばんは
59,こんばんは～
60,こんばんはー
60,こんばんはー
60,竜田揚げ
60,チキンラーメン
62,こんばんはー
63,こんばんは～
63,こんばんわ
64,こんばんはー
65,こんばんは
65,豆腐
65,こんばんはー
65,こんばんは
65,ねぎデス
66,牛乳ですこんばんはー
66,こんばんはー
68,ビスコかな
68,水飴
68,肉
68,こんばんは～
68,こんばんはー
68,かにプｗｗｗｗ
69,こんばんは〜
69,こんばんはー
69,草ｗ
69,もやしです
69,こんばんは(豆乳)
70,こんばんはー
70,染まっておるわ
70,挽肉と餃子の皮かった
71,カニプ？！
71,こんばんはー
71,リンゴやね
72,かにプ！
73,草
73,カニプの時間だあああ
73,豚肉のカシラ？　こんばんわー
74,牛乳かな
74,かにぷ！
75,こんばんは
75,こんばんは
75,カニプ！
75,スーパー？10個入りクロワッサンだな
75,買っちゃったかー
76,晩御飯の材料
76,こんばんはー
76,そっちの世界に行ってしまうのか、るかこ
76,こんばんは
77,こんばんは～
77,こんばんわ〜
77,こんばんは
77,カニプ！？
78,カニプ！
79,今日の帰りに食料品いろいろ
80,夕飯の食材かな
82,もう買ったんだ
83,お邪魔します
84,かにぷキメていけぇ
84,Bチームはカニプしないと
84,まさかカニプを！？
84,カニプか…
85,かにプかにプかにプ
85,こんばんはぁ
85,カニプ早速用意したのね
86,こんばんホーホー
86,こんばんはー
86,こんばんはー
88,カニプ！？
90,やるのか、かにプを……！
90,ふりかけとヨーグルト
94,こんばんは
94,こんばんは
94,あいー
94,こんばんはー
97,こんばんは
98,こんばんわ。初見です。
99,こんばんは
104,お、案件か？
105,ビスコｳﾏｰ
106,ビスコの回し者
107,カニプかぁw
108,こんばんわ
108,ｗｗ
110,ビスコの回し者だったかｗ
111,ビスコの方から来ましたか
112,卵、玉ねぎ、牛肩ロースなどなど、普通に自炊の食材
112,持ちネタではある
114,ビスコ案件待ってます
115,ビスコの回し者でしたか
116,w
119,オレオと煮干
119,こんばんわー
122,ビスコ案件待ってます！
126,こんばんは
129,IQ5000ですね
130,てかるかこさん明日起きれるのか？
131,朝起きれるの？
135,強い人増やしちゃうね
135,イラスト良かったよ
135,ビスコ案件お待ちしております
137,音量いい感じです
137,攻撃的なチームだったｗ
141,BGMが素敵ですね
141,IQ5000！
142,あの集合時間しか決まらなかった作戦会議…
143,音量OK
147,こんばんわー！
148,白宮と2窓してるとちょっとこっち小さい
148,音量大丈夫そうです
155,スパイが数人いましたねw
155,音量大丈夫です
159,醤油かけて実質ウニカニ盛りになる
164,普通はないです
166,食べた事前提なの草
167,ないんだよなぁｗ
167,かのんちゃんも巻き込まれたやつ…
168,茶碗蒸しも似たようなものだし…
172,かにプの洗礼を受けさせられるのか・・・
172,楽しみだね
174,普通は……ｗ
175,ビスコの方からやって来て、かにぷの方へ去ってゆくw
178,普通はないよねｗ
182,こんばんは
182,楽しみ
186,優勝したら罰ゲームとは
188,優勝が罰ゲームなんですが
189,どのチームを応援するのか迷ってる
195,本当にダサいw
195,肉でなくカニプｗｗｗ
196,はい
196,罰ゲーム…？
196,IQ5000は1番人気だろうしなあ
198,IQ5000のあたまのよさ（あたまのわるさ
198,「優勝したら…」なんだ。罰ゲームじゃないんだ・・・
198,マイルドな罰ゲームかな？
198,いいネーミングセンスだ
199,罰ゲームじゃん
201,ｗｗ
202,こんばんはー
202,IQ5000
203,草
204,ｗｗ
205,IQ5000って人の心わからなさそう
205,勝ったな
209,実際、どんな味なんだろう…
214,勝っても罰ゲーム
216,優勝してまで食べる物なのか？
220,もう優勝ですよ
222,今日の配信でちょっと怪しくなったけどｗ
222,何故そんな無茶なことをw
226,ふるさと納税もね
226,るかこさん気負い過ぎてなくてとても良かったですよ。
227,こんばんは～
228,そうね
230,こんばんは。初見です。
231,優勝確定
232,まあ強いよなあ
233,包丁買いましょう
234,あ～ｗ
234,こんばんは〜
235,こんばんは
236,そうね
237,勝てる勝てる！
240,そのはずだったんだけど、自信なくなってきた…
241,確かに
244,さっきの作戦会議見るまでは優勝確定だと思ってた
245,七輪買わなきゃ
245,いや、まじ優勝だから
246,挽き肉の可能性も微レ存
251,アーカイブ追いつきました！
253,大船ってか豪華客船
254,珍味なんですよ
254,優勝焼肉配信待ってます！
256,騙されるな！
258,違う意味で肉は焼けないね...
259,大山鳴動して鼠一匹・・・
260,なんならななしふぇすの肉も配られてなかった…
264,まずログインする練習しよか
264,こんばんはー
264,マイクラ練習配信はありませんか？
266,カニプ、不味いものではないよ
267,お、おう・・・
267,そうかなぁ
272,作戦がちょっと
272,珍妙すぎるんだよなぁw
273,カニプをうっかり焼いてしまおう
277,大波乱を感じた
277,作戦会議はきっと他チームを油断させる配信だったんだろうきっと……
277,かのんちゃんが猫被ってたからな
282,助っ人にプロを呼ばれる可能性がなあ
286,全員自由すぎるのよ
292,そのチーム名どうにかならんのｗ
296,名前だけ聞くと盤石
297,IQ高くて草
298,最高に頭悪そうな名前になったな～
300,爆破のプロいますし
301,チーム名聞くたびに変な笑みが浮かぶｗ
303,チーム名が頭悪そうでいいよね
306,実際始まったらハニスト無双始まるから
