start_s,text
-7162,予告動画ナイス！？今夜は無事マイクラから帰還できるのか
-6970,予告動画すごい
-5787,チケット買わなきゃってなりますねぇ
-3948,待機　これを774incの皆さんにお願いできたらな
-2629,鼻から座薬
-2198,なんすかこの予告
-1921,待機
-1811,こんな機能あったんや
-1618,待機
-1162,ええねこれ
-1158,おー
-1122,マイクラからの裏ラジ
-1112,待機
-1096,裏のマイクラ、熱中しすぎてこっち忘れたらどうしようと思ったｗｗｗｗ
-1090,たいき
-1088,PVいいなあ待機
-1076,予告いいな
-1029,予告見ながら待機
-1028,予告動画さするかだなぁ
-958,さすがだわ
-839,これ予告で流すの草
-695,待機･･･と思ったら動画が
-689,予告の完成度がすごい待機
-668,TAIKI
-629,待機
-615,何度見ても衝撃的
-608,待機
-562,待機
-428,:owl:
-398,待機
-388,待機
-325,|･`ω･)
-254,待機
-232,待機
-209,待機
-167,今回の為に胃の調子悪くしてきた
-147,待機
-139,待機
-132,待機
-116,:unidentified_emoji:
-106,待機
-94,待機
-92,待機
-61,待機
-46,待機
-35,待機
-30,漢方胃腸薬はカレーに入れる
-14,待機
-5,待機
9,きちゃ
14,きちゃ
16,きちゃ
18,きた
23,きちゃ
25,待機
26,きちゃ
26,きたっ！
26,きちゃ
27,きちゃ
28,:owl::owl::owl:
30,きちゃ
31,きちゃ
31,きちゃ
34,きた
34,きちゃ
34,きちゃ
34,きちゃ
38,神OP
39,きちゃ
39,きちゃ
45,きちゃ！
45,きちゃ！
48,来たわね
49,きちゃ
54,きちゃ
58,こんばんはー
61,きちゃ
72,こんばんはー
79,おされ
81,こんばなは～
82,こんばんはー
82,こんばんはー
83,こんばんは
86,こんばんは
86,こんばんは
87,こんばんは〜！
87,？！
88,こんばんは〜
88,こんばんは。
88,こんばんは
89,こんばんはー
89,こんばんは～
89,こんばんはー
90,お願いします
91,こんばんは
92,こんばんは
92,こんばんはー
92,よっ４番打者
94,北海道のスナイパー大浦だぁああああ
94,4番大浦だ
95,こんばんはー
95,こんばんわー
95,こんばんはー
96,こんばんは
96,こんばんはー
96,こんばんは～
96,こんばんはー
96,こんばんはー！
97,いたずらっ子だ
98,こんばんはー
98,こんばんはー
98,え？
99,こんばんは
99,こんばんはー
100,ないすジングル
100,こんばんは
101,こんばんわー
101,こんばんは～
102,こんばんはー
102,May megane be with you.
102,こんばんわ
102,ばんはー
104,こんばんわー
105,スパイスナイパーさんこんばんは
106,こんばんは～
106,かっけぇわぁほんと
108,あら一新
108,こんばんすないぱー
108,こんばんはー
109,こんばんは
109,こんばんはー
110,こんばんわ
110,こんばんはー！！
110,こんばんはー
111,ジングルよし！
113,山猫は眠らないの？
113,4番のポジションになってそう
114,こんばんは
117,こんばんわ〜！
117,こんばんはー
118,狙撃手とは？
122,大活躍ですね
123,こんばんはー
123,るかこさん消え入りそうな声になってる
129,こんばんは
140,こんばんはー
140,ふむ
144,少しBGM大きいかな？
145,お声が小さいかな
148,こんばんは～
149,レイアウトが朝枠と融合してる
155,声が小さめですかね？
161,こんばんはー！
162,ひのくま24
174,よっ転生OB！
175,栄冠ナインやってたね
175,現在進行形
175,パワフルだ
180,栄冠やってたね
181,るかっしゃん強かった
182,2年目の甲子園本当に惜しかった
184,るかこ大活躍だったよ
185,4番！
186,概要欄のTシャツ付きチケットの販売期限が6/15になってます（変更が入ってましたら申し訳ありません）
191,めっちゃHR打ってたねｗ
193,おお！
196,るかこさんめちゃめちゃ強かったねぇ
201,あにまーれ随一の肉体派だから...
203,スラッガーじゃん
204,るかこさんステータス鬼だから
209,強打者るかこ
212,かっ飛ばせーーー！おーおうらーーーー！
218,るかこさんめっちゃ打ってた
220,要するにつえーってこと
221,くくしゃんからるかっしゃんの黄金リレー
222,専門用語は確かに困る
229,威圧感を放つるかこさん
231,ガッチャマンのフクロウはパワータイプだったはず
232,草
232,要は強打者ってこと
234,ｗｗｗ
237,本人やもんねww
238,なんかとりあえず主力ってことだ
240,大ファンじゃん
242,自分ｗ
245,"クリーンアップ＝3,4,5番　スラッガー＝強打者"
253,本質的本人
253,なんか競馬みたいだなｗ
264,るかこさんのポジションは高校の体育祭にウサインボルト紛れてるようなもん
274,学園祭いえーい！
276,ｗｗｗ
280,6月！18日！
287,rukako:owl:
290,明日かあ
291,(｀･ω･´)ゞ
291,たのしみ！
291,はーい
294,なんと全員のサインがはいったポストカードまで手に入るかもだってぇえええ！
298,買ったよ~
300,CleanUp（クリーンアップ）塁に出ている走者を帰らせることから強い打者の集まる345番打者を指すんだっけな？
303,グッズ付きチケット買ったのでるかこさんの直筆カード当たるといいなぁ
304,あらま
304,学園祭楽しみ！
310,あにまーれのみんなPCの調子悪くない？！
310,セルフビンタはしないでね
310,爆発したPC様ですか？
311,あにまーれみんな調子悪いよね　支給品なのかしら
312,楽しみっすねぇ
315,草
316,パソコン断捨離しないで
317,ｗｗｗ
319,台風 笑
319,そろそろ掃除する時期かもしれない
320,V1回転
322,ほこりかねえ？お掃除したほうがいいかも
322,マイクラは最初に読み込んでメモリ展開する量がでかいからな・・・
325,ええぇ…
326,PC破壊2台目
326,データ退避しとこ
326,扇風機レベルかなｗ
331,むしろ一度分解したほうがよいまである
334,ファンがホコリまみれになってるんかね
338,マイクラ負荷でかいのかね
339,シェーダーのせいじゃ？
344,ねるちゃんも一瞬マイクラ堕ちましたねー
347,掃除してないだけで台風が出るわけないんだよ
349,気温が上がって湿度が上がると熱がね
350,普通に気温があがってきたからね、変なこと考えるよりクーラー掛けた方がいいかも
350,スタート画面でぶおぉぉぉってPCなりますね
350,まさかウィルス……？
356,えらい
361,朝ともしかさんもやばかったね
362,ほぼ毎日酷使してますしね…
363,今日変な停電とかあったしなんか影響あるかも。自分もそうだった。
364,瀬島はマイクラ関係なく雑談枠で落ちちゃってたから
366,OGSが破壊されるような太陽フレアさんのせいかしら...
366,CPUのグリス切れとかありますから
370,ファンのベアリングかな？
374,水かけるだけだよねー
380,吸気のところに換気扇フィルター貼るとめっちゃ掃除の頻度抑えられるよ
386,酷使してるだろうからなあ
387,はーい
394,満身創痍だ
401,朝活で一瞬で落ちた
402,なんでだろうなあ
405,ななしを酷使
408,みんなドタバタだ
410,配信って結構負荷かかるんですかね
419,ななしぃもがんばえー！
428,www
431,草
431,スナイパーw
433,www
435,北海道のスナイパー、大浦！
439,草
439,白い服着てそう
439,自己認識がスパイからスナイパーになってしまった
439,あーなるほど
440,また新たな属性が
441,それでスナイパーｗ
444,実況が言うなら間違いない
446,マタギ？
451,マイクラのインストールをSSDの別ドライブにするくらいかなあ
457,そんなばなな
458,ヒスイジュナイパーって、こと？
460,狙撃手大浦
466,唐突ゥ
469,スパイだったりスナイパーだったりしろ
470,ゴールデンカムイ展興味そそられる
470,大浦って字面、水島新司の野球漫画に出てきそう
479,結構長い
480,まだ1ヶ月以上も！
480,よかったですよー
482,4周年後でも行けるぜ！
485,メチャ混みらしいカムイ展
492,草
493,メガネは外せますか(*/ω＼*)ﾊｽﾞｶｼｨ
494,谷垣ニシパのブロマイドほんと好き
503,買えますよ・・・・
503,ムチムチのｗｗ
503,すごい興味そそられてますねｗ
506,ムチムチの男性
506,先週もブロマイドの話してた
508,ﾑﾁﾑﾁ
508,へえ、かわいいね
511,谷垣はヒロインで間違いない
515,alma先生ｗｗ
515,谷垣ニシパはヒロイン
517,ケツデカニシパ
517,先生！
520,先生！
520,ｗｗｗｗ
521,アルマ先生までw
521,ww
522,ww
522,へぇ…かわいいね
523,北海道のスナイパーvs秋田のマタギ
523,買ったのかなｗ
528,alma先生！
528,関連キーワードに　作者　おかしい　って出てきて草
531,ww
532,谷垣ニシパのブロマイドで神経衰弱してる人ほんと笑う
533,源次郎ちゃん
533,ウイルクガチ勢のキロランケニシパもすこれ
547,知り合いも昨日いってたな
547,ウルトラマンは今日から
554,昨日かな？
554,昨日からですね
555,映画館行くかー
557,るかこさんシン・ウルトラマンにご興味が？
560,ネタバレ喰らう前に観に行きたいな〜
562,ウルトラマンも見たいねえ
563,おお始まってたのか
565,面白いらしいね
565,アシリパさんのどうぶつクッキー欲しい
574,観てきたよ～
575,インターネットのオタクが盛り上がってますねシンウルトラマン
579,良いらしい
580,金曜だからもう昨日か
584,ネタバレに怯えてますシン・マン
585,ｗｗｗ
