start_s,text
-364,ヌメヌメを洗い流して待機
-357,待機
-343,wktk
-332,待機
-324,待機
-299,待機
-293,待機
-276,ヌメヌメ待機
-275,待機
-266,待機
-265,待機
-264,待機
-264,待機
-263,待機
-258,ヌメ待機
-244,待機
-241,待機
-240,果たしてどんなテンションで登場されるのか待機
-190,待機
-168,待機
-153,侍機
-152,待機
-135,ヌメ待機
-134,待機
-115,待機
-105,待機
-103,ねこちゃん...
-100,ヌメヌメ
-92,待機
-87,待機
-82,待機
-77,待機
-67,待機
-63,待機
-61,ヌメヌメしてきた
-51,待機
-50,こんヌメ～
-44,待機～
-43,ヌメヌメしてきたぜ！
-37,ヌメヌメ待機
-36,nmnm
-33,ﾈｺﾁｬﾝ
-32,ヌメヌメ
-26,ﾈｺﾁｬﾝ…
-18,ヌメヌメしてきた
-17,待機
-13,ヌメりのマーケット
-5,ﾈｺﾁｬﾝ...
-4,わくわくヌメヌメ
-4,ﾈｺﾁｬﾝ…
1,待機
6,ぬめ……ぬめ……
8,ヌメチャン
10,きちゃ
12,きちゃ
13,きた
13,きた
14,きた
17,きちゃ
18,きちゃ
18,きちゃ
18,きちゃ
19,きちゃ
19,きちゃ
20,きちゃ
20,きち
22,きちゃ
22,くらしのマーケットなし？
24,きた
24,きちゃ
26,こんばんはー
28,きちゃ
29,ﾇﾒ…ﾇﾒ…
29,きちゃ
29,きちゃ
30,きちゃ
31,ヌメヌメ
31,ぬめゃ
31,きちゃ
31,きちゃ
33,こんばんわー
33,きちゃ
36,きちゃ
36,きちゃ
39,きちゃ
39,きちゃ
40,ヌメヌメ
42,きちゃ！
44,きちゃ
51,きちゃ
52,多忙な一日でしたねぇ
52,きちゃ！
54,ヌメヌメしてきた
55,神OP
60,今日は大忙し
61,ヌメヌメ
64,こんぬめ～
75,ヌメヌメ
75,こんばんわ
76,喉お大事に
77,スパイの一日は忙しい
77,きちゃ！
78,どういうテンションになるんだろう
80,三回行動お疲れさまです
80,３回行動ありがとう
82,こんばんはー
83,きちゃ！
87,こんばんは
88,こんばんはー
89,こんばんはー
89,こんばんはー
91,こんばんヌメヌメ～
91,こんヌメ～
91,こんばんは～！
91,3回行動だもんな
93,こんばんは～
94,でしたね
95,こんヌメー
95,そうよ
95,どうだろう
95,せやで
96,こんばんは～
96,こんばんはー
96,はい
97,こんばんは
98,はい
98,今日か
98,でした
98,でした
99,そうです
99,こんばんはー
99,せやね
101,チャリチョコみたいでしたね
101,こんばんはー
101,こんばんはー
101,そうなの？
101,チャリチョコって訳すんだってね
101,こんばんはです～
102,ですね
102,こんばんは
102,そうヌメ
103,こんばんはー
103,チャリチョコです
103,こんばんは
105,こんばんはー
105,おねがいしまーす
106,ですよ
106,こんばんはー
107,こんばんはー
107,そうなんだ
107,ティムバートン大好き～
107,こんばんは
108,草
109,わかる　こんばんは
109,そうなんだ
109,こんヌメ～
110,こんばんはー
110,こんばんはー
110,こんばんはー
110,こんばんわ
111,そうだったのか
111,こんばんはー
112,こんばんはー
114,こんばんは～
115,こんばんはー
115,こんばんわー
117,こんばんはー
