start_s,text
-4030,待機
-3980,待機
-3357,待機
-3355,待機
-2980,待機
-2552,待機
-2101,待機
-1566,待機
-1414,待機
-1369,待機
-1247,|･`ω･)
-1184,こrえgあYouTubeのバgうkあlあ
-1157,かんぜんにバグ
-1141,待機ー
-905,待機！
-815,待機:owl:
-805,！
-467,待機
-450,待機
-294,待機
-256,待機
-228,待機
-188,待機
-184,ダンスバトル待機
-178,待機
-171,待機
-161,待機
-148,待機
-139,待機
-117,待機です
-117,おじゃまします、待機
-90,待機
-90,Ozyamasimasu 
-83,待機
-81,待機
-70,待機～
-70,待機
-69,待機
-68,待機
-61,！
-60,待機
-48,待機
-47,待機
-24,おじゃまします待機です
-20,待機
-11,お邪魔致します
-11,待機
-6,たいき
-3,待機
-1,待機
2,待機〜！
3,待機
11,待機
15,きちゃ
21,きたぁ
22,きた
25,きちゃ
26,お邪魔します！
26,きｔあ
28,きちゃ
28,きちゃ！
29,はじまた
29,きた
30,こんばんは
30,きちゃ
33,待機
37,きちゃ
38,こんばんは〜
38,きたー
40,きちゃー
41,こんばんは
41,！！んばんは！！
42,音量調整ばっちりです！
42,こんばんはー
43,きちゃ
43,こんばんは
43,こんばんは。おじゃまします。
43,こんばんはー
44,こんばんは
45,こんばんはー
46,こんばんはー
48,こんばんは！
48,こんばんはです
48,こんばんは
49,こんばんはー
49,こんばんはー
49,背景と同化してる
50,ジングル聞こえたー
50,こんばんはー
51,こんばんはー
52,こんばんはー
52,こんばこんばんはー
52,わんばんこ
52,こんばんは
53,もうジングルが
54,音量いい感じ
55,こんばんわー！
55,こんばんはー
56,しょてじんぐるとは珍しい
57,流れました
57,流れてたよ
58,こんばんは〜
58,こんばんはー
58,流れた
58,今回流れてますね
59,こんばんは
60,こんばんはです～
60,流れた！
60,でぃずむさｎんど個？？
60,こんばんはー
60,ながれた
61,流れてます
61,こんばんは～
61,流れてました
62,ジングル聞こえたー！
62,流れてた
62,こんばんは～
63,こんばんは～
63,こんばんはー
63,こんばんは～
63,流れてます
64,流れてた
64,こんばんはーお邪魔します
65,ダンスバトルジャンケンと聞いて
65,します
65,食い気味でジングル流れたー
65,こんばんは～
66,こんばんわ
66,こんばんはー
66,ジングルOKです
