start_s,text
-7071,待機Zzz
-6581,待機
-3549,待機
-2715,待機
-2636,待機
-2473,待機
-2397,待機
-1953,待機
-1928,待機
-1102,待機
-881,待機
-827,待機
-822,待機
-659,待機
-623,待機
-533,待機
-423,待機
-420,待機
-394,待機
-391,睡眠導入待機
-315,待機
-314,待機
-267,待機
-251,待機
-201,待機
-188,|･`ω･)
-181,待機
-157,待機
-151,待機
-104,待機
-89,待機
-85,待機
-74,待機
-70,待機
-57,待機
-57,待機
-57,待機
-47,裏ラジ初リアタイ
-47,待機
-44,待機
-43,待機
-39,＃15ではなく14.5なのね
-30,待機
-25,待機
-7,待機
-3,待機
3,待機
7,待機
8,待機
16,きた
19,aye o/
19,神OP
20,きちゃ
21,こんばんはー
21,待機
25,こんばんは
26,きちゃ！
26,神OP
26,きた
27,神OP
27,きちゃ
28,きたぁ
29,きちゃ
29,こんばんは～
29,神OP
30,こんばんわー
31,きたぁ
32,神op
34,こんばんわー
35,神OP
36,神OP
37,こんばんわー！
37,こんばんは～
41,こんばんはー
41,こんばんわ
42,こんばんは〜
43,こんばんはー
44,こんばんはー！
45,こんばんは
46,こんばんはー
46,こんばんはー
46,こんばんは
47,こんばんはー
47,こんばんは〜
48,こんばんはー
48,こんばんはー
48,こんばんはー
48,こんばんは～
49,こんばんは！
49,こんばんわー
50,こんばんはー
50,こんばんはー
51,こんばんは～
51,こんばんはー
52,こんばんはー
52,こんばんはー
53,こんばんは！
53,お邪魔します
54,こんばんはー
55,こんばんは
55,こんばんは(^_-)-☆
56,こんばんはー
57,百合の日だっけ？
57,こんばんはー
59,こんばんは
59,konnbannha
60,百合の日だったそうで
60,こんばんわー
60,百合
60,YURI
62,こんばんわ～!
62,ｗｗｗ
62,草
62,こんばんは
62,こんばんはー
62,初めて知ったｗ
63,そうだったのか・・・
63,こんばんはぁ
63,そうなんだｗ
64,うむｗ
65,百合の日ですね
65,こんばんは
65,こんばんは
65,こんばんはー
65,こんばんは
65,ｗｗｗ
65,百合の日かｗｗ
65,なんて導入ｗｗ
66,こんばんはー！
66,そういえば百合の日やった！
66,百合の日ですね
67,そうでしたね
67,ｗｗ
67,YURI
68,こんばんは
68,百合の日でしたね
69,草　こんばんはー
69,あら＾～
70,こんばんはー
70,こんばんはー
70,いきなりなんなのw
72,ほうほう
72,こんばんはー
73,こんばんはー
73,こんばんはー
73,いい日ですね
74,なるほど
74,そうだったのですね
75,こんばんは
75,こんばんは～
75,こんばんは！！
76,深夜にふさわしい出だし
76,百合の意味が違うんだよなあ
77,こんばんは～
78,百合の日(*'ω'*):growing_heart:
78,こんばんはー
78,薔薇の日ってあるんですかね
80,シャルちゃんの誕生日でしたね
81,こんばんわー
81,こんばんはー！
88,シャルさんの誕生日
88,それオープニングトークのするんだ…
88,こんばんは〜
90,こんばんはー
91,こんばんわ
92,シャルちゃんの誕生日は百合の日なのか
95,こんばんは〜
100,あらｗ
101,百合、うん、百合
101,こんばんはー
103,pixiv確認しなきゃ
104,あらまぁ
104,元気出して
106,シャルちゃんの誕生日でもあり！
106,失意の大浦
109,百合の日にみあちとコラボしてましたね
110,そこまでｗ
112,こんばんは〜
113,ほう
115,あら～
116,GLの方ですね
117,ww
119,別に毎日百合の日で良くないですか？
119,ほぅ？
120,ほんとにそっちの意味なのか
125,そうそう、割引してるんすよね
127,ｗｗ
129,BWで百合の本セール助かった
129,いやホントにそっちだったんだw
129,大ダメージだｗ
131,またこの人人間界のことリリンって言ってる…
132,おめでとうございます！
136,マンガなら読んでる
136,ww
136,そうなんだ
137,草
137,ちょっと待って昨日は娘の誕生日なんだが
138,おめでとうございました
139,いい百合がないので物足りないです
140,お誕生日おめでとう
140,365分の１だね
144,シャルちゃんも百合の日が誕生日なのか
144,ゆるゆり読むかー
146,草
147,百合の日は365日に1日なわけですからね
147,おめでとうございます
147,複雑だけど、ありがとうございますw
152,これです。「上伊那ぼたん、酔へる姿は百合の花」
152,お誕生日おめでとうございます
158,ということはシャルちゃんも
158,あっ
159,そうですねｗ
159,確かにｗ
164,こんばんはー
164,やめようかその話はｗ
164,そういえばそうかｗ
167,「あにまーれ 百合」:magnifying_glass_tilted_right:
168,そうねｗ
168,こんばんは
172,確かにな
173,可愛かった
175,こんばんは～
