start_s,text
-6170,待機
-3620,そろそろ待機
-2834,待機
-2300,待機
-2094,待機
-1359,待機
-1195,待裏
-1151,待機
-962,待機
-903,待機
-823,待機
-712,待機
-625,待機
-599,待機
-597,待機
-558,待機
-501,待機
-453,待機
-395,待機
-329,待機
-329,待機
-309,待機
-307,待機
-235,待機
-209,待機
-188,待機
-188,待機
-178,待機
-135,たいき
-116,待機
-110,待機
-109,待機
-99,待機
-93,待機
-87,待機
-73,待機
-72,待機
-70,待機
-64,たいき
-62,待機
-59,待機
-55,待機
-53,待機
-47,待機
-44,待機
-30,待機
-22,待機
-22,待機
-9,待機
2,待機
8,きちゃ
18,きたぁ
20,こんばんは
21,きちゃ
22,きちゃ
22,きちゃ
22,きちゃ
23,きちゃ
24,神OP
24,きた
29,こんばんわー
30,きちゃ
31,きちゃ
32,きちゃ
32,きちゃ
32,きちゃ
33,こんばんわ
33,こんばんは
37,こんばんは
38,こんばんは
40,こんばんは
40,こんばんは
40,きた
41,こんばんわー
41,きちゃ
43,神OP
48,こんばんはー
48,こんばんは
49,こんばんわー！
50,こんばんはー
51,きちゃ
51,こんばんは～
53,こんばんは
55,:owl:ﾎｰ
55,こんばんはー
57,濃い一週間でしたね
59,こんばんは〜
60,こんばんは～
60,こんばんはー
61,こんばんは～
64,こんばんはー
68,こんばんは〜
70,こんばんはー
70,こんばんは～
72,こんばんは～！
74,こんばんはー
74,こんばんはー
76,こんばんはー
76,草
76,こんばんは
78,こんばんは〜
78,こんばんはー
78,こんばんはぁ
78,ｗｗｗｗｗｗｗｗｗ
78,こんばんは
79,こんばんは
79,こんばーんわ
80,唐揚げ！
80,おw
80,こんばんはー
80,お腹すいた
80,唐揚げ！
81,草
81,こんばんはー
81,鳥類なのに・・・
81,こんばんは～
81,深夜にそれは反則だ
81,こんばんはー
81,！？！？
82,こんばんは〜
83,こんばんは～
84,いきなり飯テロ？
84,こんばんは
84,こんばんはー
85,ジングルよし！
85,ひーらーかｗ
85,こんばんわ　るかこ
86,こんばんは
86,こんばんはー
86,唐揚げスタート
86,唐揚げ！
87,さすが猛禽類
87,なぜ？w
88,からあげ食べたくないときある？
88,こんばんわー
88,こんばんはー
89,はらへり
91,こんばんはー
91,ないすじんぐる
91,ﾋﾟﾖｫ!?
92,ひかちゃんのせいｗ
92,こんばんは
92,脂っこいものが食べたいのはカリウム不足らしい
92,ジングルOK
93,こんばんはー
93,この夜中に！？
94,こんばんはー
94,共食いやん
94,唐揚げー
94,こんばんはー
95,こんばんはー
96,こんばんわー
96,共食いじゃん
96,めっちゃ食いたくなっちゃった
97,こんばんはー
99,おなかすくじゃないですか…
99,ないな
100,ないね
100,ないね
100,初手から飯テロだと((((；ﾟДﾟ))))
101,反語
101,ない！
103,いやない(反語)
103,ww
103,ったべたい
103,モスと吉野家じゃない食べ物の話初めて聞いた気が・・・
104,ない（断言）
104,それはたしかに
104,反語ｗ
105,（反語）
105,いや、ないｗ
105,音OK
107,ないね
107,ないねｗ
108,くくたそー
108,反意語すき
108,（反語）
108,そりゃあね
108,こんばんわ
108,ないな
109,反語
109,不意に食べたくなるのわかる
109,唐揚げはいつでも食べたい
110,基本ない
110,鳥が鳥を？
110,(反語)
111, たしかにそうwww
111,あのねーちゃん唐揚げしか食べない
113,この時間に唐揚げは悪魔
113,無いですね
114,今インドカレー食ったばっか・・・
114,若いのうw
115,レモン汁勝手にかける
116,誰かに影響されたか
116,こんな時間のから揚げはアカン
118,KARAGE
119,夜ごはんからあげ食べた
119,クリスマスと握手できないかな
120,ひーらーの配信見てたからか
120,ジングルOK
121,ひかか？ｗ
124,こんばんは～、晩ごはんからあげ(半額)でした！！^^
127,こんばんは、飯テロですか？
130,hi :waving_hand:
131,流れるような反語
134,ほう
136,ウーバーです
136,共食い…？
