start_s,text
-1510,待機
-1447,待機
-1282,待機
-1180,待機
-1177,待機
-1093,待機
-1079,待機
-1062,待機
-1019,待機
-999,待機
-860,待機
-605,:owl:
-526,待機
-514,待機
-513,待機
-498,待機
-374,待機
-374,待機
-357,待機
-301,待機
-293,待機
-277,待機
-269,待機
-253,待機
-192,待機
-188,侍機
-166,待機
-157,待機
-136,待機
-123,待機
-116,待機
-107,待機
-106,待機
-106,待機
-99,持ち場についた
-72,待機
-49,待機
-48,待機
-36,待機
-29,待機
-28,待機
-24,待機
-16,待機
15,きちゃ
17,きちゃ
18,きた
19,きた
19,きちゃ
19,きちゃ
20,きちゃ
21,きちゃ
22,きちゃ
23,きたわね
24,るっかこるっかこるっかりこるか
25,きちゃ
25,こんばんは
25,きちゃ
26,こんばんは
27,きちゃ
27,きちゃ
29,きちゃ
31,こんばんはー
35,きちゃ
36,はわー・・・おしゃれ
42,きちゃ
43,こんばんは
43,るっかこ　るっかこ　るっかりこ　るか
44,きた
45,きちゃ
46,るっかこるっかこるっかりこ
47,きちゃ
59,こんばんは〜！
60,きちゃ
60,こんばんは
67,るっかこ　るっかこ　るっかりこ
68,こんばんは〜
72,こんばんは
72,こんばんは
72,こんばんは
72,こんばんはー
73,こんばんは。やってるね？
76,こんばんは
77,こんばんは
77,こんばんは〜
78,るっかりこー（擦
80,こんばんはー
81,こんばんはー
82,こんばんは～
83,こんばんかりこ
84,こんばんはー
85,トトロいるもん！
85,こんばんはー
85,こんばんは♪＾＾
86,ノ
86,こんばんはー
86,ととろ
86,見てない・・・
88,こんばんはー
88,夏のジブリ祭り
89,こんばんはー
90,こんばんは
90,見逃した
91,見忘れたー！
93,先週も似たようなこと言ってたなｗ
93,神域リーグ見てました　すみませんでした
93,いるもん！
93,こんばんはー
94,見てないもん！
95,トトロ見てないなぁ
95,Twitterでパロを見ました
95,トトロ見たもん！
96,麻雀見てた
96,トトロだったの今知った
96,こんばんはー
98,こんばんはー
99,トレンドで把握してそう
99,見てないなあ
100,こんばんはー久しぶりに見ました
100,ｗｗｗｗｗ
100,買わないっすね
102,先に棚を買ってもろて
102,買わないんかーい
102,草
103,買わないなｗ
103,買わないなぁ
103,こんばんは！！初見です！！
103,仕事だよ！！
104,ですよねー
104,そうかぁ…
105,かわ…ないかぁ
106,こんばんはー
106,そうだよね…
106,カワナイ
107,買わないかー
108,NHKですー
109,買わんかぁ
110,買わないんかいｗ
112,買わない！
112,Guten abend.
113,買わないなー
114,こんばんはー
114,こんばんはー
116,こんばんは。
116,買ってもすぐ捨てそうｗ
116,買わないね〜w
118,買わないなぁ
118,買わないんかい
120,ジングルよし
120,こんばんは
120,先に電子レンジを
122,こんばんはー
123,こんばんは
123,買っても1週間で捨てそう
124,こんばんはー
126,こんばんはー
126,無くても困らなき…
126,日テレのごにょごにょで配信とかできないんだっけ
126,こんばんはー
126,こんばんはぁ
127,こんばんはー
127,こんばんは
128,こんばんは〜
128,こんばんはー
128,こんばんは
129,こんばんはー
130,Tverでボラギノールおすすめされるかあ
131,こんばんは
131,こんばんわんわん
131,こんばんはっす
131,こんばんは
132,こんばんは
133,こんばんは
135,こんばんわ
135,ないすじんぐるでした
136,ジングル流れたよー
137,こんばんはー
138,こんばんは！
138,ばっちりこです
139,こんばんは
139,こんばんは
139,こんばんは
141,ジングルよし！
142,ジングルながれたよ
143,その心配久しぶりだね
144,こんばんは～
145,どうせPCモニターになる
146,こんばんは〜:double_exclamation_mark:︎
146,こんばんは〜
149,Anh chào
