start_s,text
-101,待機
-96,待機！たのしみ
-89,わくわく
-88,お邪魔します
-82,たのしみ
-82,中島 哲也
-80,待機
-79,待機
-77,お邪魔します
-74,お邪魔すんでぇ
-66,お邪魔します
-62,楽しみ
-62,楽しみ
-59,お邪魔します
-57,楽しみにしていました
-57,待機
-55,お邪魔します
-54,お邪魔します
-52,待機
-52,お邪魔します
-45,お邪魔します
-43,待機
-41,待機
-40,お邪魔します
-39,待ってましたこのコラボ
-34,待機
-33,楽しみすぎる
-29,圧倒的楽しみ
-28,楽しみー！
-28,おじゃましまーす
-26,きちゃ？
-23,お邪魔します
-22,待機
-19,お邪魔します～
-19,お邪魔します:glasses:
-18,待機
-18,侍機
-16,お邪魔します
-16,楽しみ
-15,待機
-14,お邪魔します
-13,お邪魔します
-13,待機
-12,盛り上がるやろなあ
-10,お邪魔します
-9,お邪魔します
-9,ラジカル…徹底的・過激で急進的か…
-8,お邪魔します
7,待機
9,きた
10,お邪魔します
10,きた
10,きちゃ
13,おじゃ〜。
15,きちゃ
15,こんばんは
16,きた！
16,きたー
16,こんばんは！
17,来た
17,きちゃ！
17,きちゃ
18,こんばんはー
18,きたわ
18,きちゃ
18,きた
19,きた！
19,こんばんは
19,こんばんはー
19,きちゃ
19,こんばんは
19,こんばんは～
21,あらおしゃれ
21,きちゃ
21,こんばんは。
22,きちゃ
22,お邪魔します
23,きちゃ！
23,きちゃ
23,きちゃ
24,こんばんはー！
24,きた！
25,こんばんはー
25,きちゃ
25,きちゃ
25,こんばんは
25,こんばんは！
26,こんばんは
26,きちゃ
26,きちゃ
26,こんばんはー！
27,こんばんはー
27,こんばんは
27,きちゃ
27,こんばんは
27,きたー
28,こんばんは！
28,きちゃ
28,きちゃ
28,こんばんは～
28,こんばんはー！
29,きちゃ
29,きた
30,メガネラジカリストのおふたりです、どうぞ
30,こんばんはー
31,こんばんは
31,こんばんわ～
31,こんばんはー
31,こんばんは!
31,こんばんはー
31,こんばんは
31,きちゃ！
32,こんばんはー
32,こんばんは
32,かっこよ
32,こんばんは
33,きちゃ！
34,こんばんはー！
34,きちゃ！
34,きちゃ
35,こんばんは～
35,OPかっけー
36,こんばんはー！
36,こんばんはー
36,こんばんはー
36,こんばんは
36,こんばんは
37,こんばんわ！
37,こんばんはー
37,こんばんは～
38,こんばんはー
38,こんばんはー
38,こんばんはー！
39,こんばんは
39,こんばんは
39,こんばんは
39,こんばんは〜
39,こんばんはー！
39,こんばんはー！
39,こんばんはー！
40,こんばんは:lemon:
41,オシャレやなぁ
41,神OP
41,こんばんは！
41,こんばんはー
41,こんばんはー！
42,こんばんは
42,こんばんは
42,こんばんは！
42, こんばんは
43,こんばんは
43,こんばんはー
43,こんばんはー
43,こんばんはー
43,こんばんはー！
43,こんばんはー
44,こんばんはー！
44,おしゃれ！！！
44,こんばんは
45,こんばんはー
45,お邪魔させて頂きます。こんばんは
46,こんばんは
47,こんばんはー
47,こんばんわ～
47,こんばんは
48,こんばんはー
49,こんばんはー
49,こんばんはー
50,こんばんはー
51,こんばんわー　裏ラジオウルナイトあつかいなのね…！
52,こんばんは～
52,こんばんはー
52,こんばんは
52,こんばんはー！
52,めっちゃおしゃれ
52,こんばんはー！
52,こんばんはー
52,こんばんはー
52,ＯＰかっこよー
53,こんばんは
53,こんばんはー
53,こんばんはー！
53,こんばんは〜、おはようございます
54,かっこよ
54,こんばんはー
54,こんばんはー
55,おねがいしまーす
55,こんばんは。良い夜ですね
55,よろしくお願いします
55,こんばんはー
56,こんばんはー！
56,こんばんはー
56,こんばんは～
57,こんばんはー
57,こんばんは～
57,こんばんはー！
57,こんばんはー
57,よろしくおねがいします！
58,こんばんはー
58,こんばんはー
58,こんばんはー
58,週末の楽しみ！こんばんは！
59,こんばんはー
59,こんばんはー
59,こんばんはー
59,こんばんはー
60,おお
60,こんばんはー
60,今晩は
61,こんばんはー
61,こんばんはー
61,こんばんはー
62,こんばんはー
62,こんばんはー
62,よろしくお願いします！
62,こんばんはー
62,ガリベンからようこそ
62,こんばんは
63,こんばんは～
63,こんばんは～
64,OPかっこいいー！！！
64,こんばんは！
65,こんばんはー
65,よろしくお願いします！
65,こんばんはー
65,よろしくお願いしまーす！
65,おしゃ！
65,こんばんは～ジングルよし！
66,こんばんはー
66,こんばんはー
66,かっこよ
66,よろしくお願いします
66,よろしくお願いします
66,こんばんはー
67,ジングルOK!
67,こんばんはー
67,こんばんは
68,こんばんは！
68,よろしくこんばんは
69,こんばんは～
70,:clapping_hands::clapping_hands::clapping_hands:
70,こんばんは
70,こんばんはー
70,こんばんは～
70,ｳｵｵ
70,こんばんはー
71,こんばんわー
71,かわヨ
71,ジングルOK
72,こんばんはー！
72,こんばんはー
72,こんばんは
72,こんばんはー！
73,こんばんはー
73,こんばんはぁ
73,こんばんは
74,こんばんは～！！
74,こんばんはー！
74,こんばんわー
74,こんばんは。
74,こんばんは
74,こんばんはー
74,こんばんはー
74,こんばんは
74,OPスタイリッシュだ
75,こんばんはー！
75,こんばんは
75,こんばんわー
75,こんばんはー
75,OPセンスいいな！！
75,こんばんは～
76,こんばんはー！
76,こんばんわー！
76,こんばんはl！
76,こんばんはー！
76,こんばんはー
76,こんばんは
77,かっこいい！
77,こんばんはー
77,こんばんはーー
77,こんばんはー
78,こんばんは
78,こんばんは
79,こんばんはー
79,こんばんは
79,こんばんはー！
79,こんばんわー
79,こんばんはー
79,かっこよ〜
79,こんばんはー
80,こんばんは
80,こんばんはー
80,こんばんは！
80,こんばんはー
81,おはようございます:lemon:
81,こんばんはー
81,こんばんはー！
81,おはようございます:lemon:
81,こんばんは
81,おはようございます:lemon:
81,おはようございます:lemon:
81,おはようございます:lemon:
81,こんばんは！
81,こんばんはー
81,やっぱりオープニングすごいよなぉ
82,こんばんはー
82,こんばんわ！！！
82,こんばんはー
83,ｳｫｫ
83,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
83,こんばんはー
83,おはようございます:lemon:
83,おはようございます:lemon:
84,ボス〜
84,こんばんはー
84,こんばんはー
84,こんばんわー
84,おはようございます:lemon:
84,こんばんは、よろしくお願いします
84,おはようございます
84,こんばんはー
85,おはようございます！
85,おはようございます:lemon:
85,元気がよろしい
85,おはようございます:lemon:
85,おはようございます:glasses::sunglasses:
85,おねがいしまーす
85,おはようございます:lemon:
85,おはようございます:lemon:
85,おはようございます:lemon:
85,おはようございます:lemon:
86,おはようございます
86,こんばんはー！
86,おはようございます！
86,おはようございます:lemon:
86,おはようございます:lemon:
86,おはようございます:lemon:
86,おはようございます:lemon:
86,おはようございます:lemon:
86,おはようございます:lemon:
86,おはようございます:lemon:
86,おはようございます
86,おはようございます
87,おはようございます:lemon:
87,おはようございます:lemon:
88,おはようございます:lemon:
88,おはようございます:lemon:
88,おはようございます
88,おはようございます:lemon:
88,おはようございます:lemon:
88,おはようございます
88,おはようございます:lemon:
88,おはようございます
89,おはようございます:lemon:
89,おはようございます:lemon:
89,おはようございます:lemon:
89,おはようございます:lemon:
89,おはようございます:lemon:
90,おはようございます:lemon:
90,おはようございます:lemon:
90,おはようございます:lemon:
90,よろしくお願いします
90,おはようございます:lemon:
91,おはようございます:lemon:
91,おはようございます
91,おはようございます:lemon:
91,おはようございます:lemon:
91,元気だｗ
91,おはようございます:lemon:
92,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
92,こんばんはー
92,おはようございます:lemon:
92,音量OK
92,おはようございます:lemon:
93,おはようございます:lemon:
93,おはようございます
94,おはようございます:lemon:
94,おはようございます:lemon:
95,こんばんはー
95,おはようございます:lemon:
95,おはようございます:lemon:
96,大丈夫です
96,草
96,潔いｗ
96,音量大丈夫でーす
96,音量OK
96,こんばんはー
96,るかこさんの声が負けてる
96,おはようございます:lemon:
97,おはようございます:lemon:
97,音量大丈夫です
97,おはようございます
97,おはようございます!
97,またチェックできてないww
97,こんばんはー
97,音量大丈夫です
98,おはようございます:lemon:
98,草
98,音量大丈夫
98,おはようございます:lemon:
98,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
98,音量大丈夫です
98,音OK　です
98,おはようございます:lemon:
98,どうせデカくなるぞ
99,おはようございます :lemon:
99,おはようございます:lemon:
99,おはようございます:lemon:
99,あらｗ
100,おはようございます:lemon:
100,音量大丈夫です！
100,こんばんわー
100,おはようございます:lemon:
100,草
101,問題無さそうよ
101,おはようございます:lemon:
102,草
102,草
102,草
102,草
102,おはようございます:lemon:（深夜）
102,草
102,草
102,大丈夫です
103,おはようございます:lemon:
103,こんばんは。そしておはようございます:lemon:
103,おはようございます:lemon:
104,こんばんは　おじゃまします
104,草
104,草
105,草
106,ボスの声が大きいのはいつものことです！
106,仲良しかよｗ
106,草
107,草
107,おはようございます:lemon:
107,草
107,草
107,おはようございます～！
107,草
107,OK
108,おはようございます:lemon:w
108,い　つ　も　の
108,おはようございます:lemon:
108,音量おｋです
108,草
108,草
108,草
108,早速盛り上がってて何よりw
109,おはようございます:lemon:
109,るかこの声ちょっと負けてる？
110,おはようございます:lemon:
112,おはようございます:lemon:
112,早速ｗ
112,おはようございます
112,おはようございます:lemon:
112,BGMが大きいか、すずさんの声がちいさいかも
