start_s,text
-5620,等待
-3131,待機
-2304,待機｜
-2257,待機
-2176,待機
-2075,待機
-2058,待機
-2010,待機
-1793,待機
-1310,ありがち虚無Q&A、問題の前提を勝手に変えてドヤ回答する行為を法律で禁止して欲しい
-1020,待機
-849,待機:owl:
-836,待機
-814,|･`ω･)
-772,たいき
-645,待機
-539,待機
-438,待機
-429,待機
-391,待機
-270,待機
-252,待機
-226,待機
-221,待機
-184,待機
-179,待機
-155,TAIKI
-148,待機
-142,待機
-131,待機
-122,待機
-81,待機
-78,待機
-69,待機
-61,待機
-45,待機
-21,泰麒
-17,待機
-11,待機
-11,待機
0,待機
16,きた
23,きちゃ
24,きちゃ
26,きたぁ
28,きた
29,きたわね
29,こんばんは
32,おお。ちょうど
33,紙OP
33,きた
33,きた！
35,きちゃ！
35,きた
36,はじまた
38,きちゃ
38,こんばんわー！
44,きちゃ！
45,神OP
47,こんばんはー
48,こんばんはー
49,こんばんは
49,こんばんは
49,こんばんはです～
49,きちゃ
50,こんばんは
50,こんばんは
50,こんばんは
50,こんばんは
50,こんばんは
51,こんばんはー
51,こんばんはー
53,こんばんは
54,こんばんはー
54,こんばんはー
55,こんばんはー
55,こんばんは～
55,こんばんはー
56,こんばんは
56,こんばんは～
56,こんばんはー
56,:owl:
57,こんばんはー！
57,こんばんは～
58,こんばんはー
58,こんばんはー
58,こんばんは
60,こんばんはー
60,あら
61,こんばんは。
61,こんばんはー！
61,こんばんは
61,あら
61,こんばんはー
61,こんばんは・・・？
62,こんばんは
62,いったいなにが…
63,こんばんはー
63,こんばんは
63,こんばんはー
64,こんばんはー
64,こんばんは
64,こんばんは
65,こんばんわー
66,こんばんは
66,どうしなすった
66,こんばんは〜
67,こんばんは〜
67,こんばんはー
67,なにがあったんやｗ
67,こんばんわ
67,なんだなんだｗｗｗ
67,こんばんはー
68,こんばんはー
68,どうしたんだｗ
69,こんばんは
69,こんばんは
69,こんばんはー
70,こんばんは
71,こんばんはー
71,こんばんはー
71,こんばんは
72,こんばんは
73,こんばんは
73,こんばんは～
75,えぇ…
75,こんばんは
75,こんばんは
75,ジングル鳴ってないですね……
75,？？？
76,こんばんは…？
76,またピンクのASMR見てるのか？
77,ジングル？
77,あら？何かあったのかな？
77,ジングル不発ですね
77,みあちですか？
77,こんばんはー
78,こんばんはー
78,こんばんは
79,ジングルは流れない…
79,ジングル？
79,こんばんはぁ
79,AIに膝はあるのか
79,あれ？
80,こんばんは
82,こんばんは～
82,こんばんは～
83,こんばんはー！
83,流れてた？
84,ながれてませんで
84,こんばんはー
85,ミュート？
85,不発だねぇ
85,流れてなかったですね...
86,不発です
86,不発・・・
86,vsYouTube
86,何事！？
87,ジングル流れてなかった
87,こんばんはー
