start_s,text
-3833,トラブルで大変でしょうに番外編まで用意して頂いてありがとうございます。楽しみにしてます
-3102,トラブルでも予定を丸潰しにはしない大浦女史の配慮が素晴らしい
-2753,ありがとます
-1982,0.5回ヤッターありがとうございます！
-1739,動画投稿ありがとうございます　待機
-1538,そういえば、Penguin's Detour 1万回再生めでたい:party_popper:
-1065,0.5回嬉しい！トラブルの最中なのに恐れ入ります。
-884,急遽の動画投稿感謝待機！
-603,気付けて良かった待機
-476,:owl:
-459,動画投稿熱烈感謝
-420,待機
-242,待機
-197,待機:owl:
-180,待機
-168,お
-144,待機
-136,待機
-120,待機
-110,待機
-107,待機
-103,タイキ
-100,待機
-99,待機
-98,待機
-89,待機
-84,待機
-74,待機
-73,待機
-72,待機
-64,待機
-61,待機
-12,なんかミスってそう　こ〜〜〜わ
-11,待機
-9,待機
-5,待機
-2,その時はその時
0,待機
2,きた
4,一体何が始まるんです！？
5,ｗｗｗｗｗ
8,るかこ、いきまーす！
11,発射されそう
11,かっこよすぎだろ！！
11,映画始まるの！？
12,ロボットが発進するのか！？
12,素晴らしい方でないと
12,始まった～
13,素晴らしい方ｗｗｗ
13,攻殻機動隊かもしれん
13,初手おかしいｗ
14,字幕ｗｗ
15,Youtube君やればできるじゃない
15,素晴らしい方でないと
16,素晴らしい方でないと
17,きちゃ
18,素晴らしいｗｗ
18,こんばんは
18,電脳通り越してロボットになってない？？
19,草
20,カッコ良すぎる親
22,素晴らしい方でないと
22,おおー
22,素晴らしい方でないと
22,こんばんはー
23,きちゃ
23,きちゃ
24,素晴らしい方
25,こんばんはー
26,こんばんはー
26,出字幕ｗｗ
28,こんばんはー
28,ラジオだぁ
29,字幕
29,素晴らしい方でないと
30,こんばんはー
30,こんばんは
31,素晴らしい方でないとw
31,はいこんばんわ
31,素晴らしい方でないと
31,完全ラジオスタイルだ
32,よろしくお願いいたします。
33,こんばんは～
33,素晴らしい人でないと
33,ずっとエンドカード画面新鮮だ
34,夜間キスは２回目
34,素晴らしい方だなあ
35,こんばんは
35,ラジオだ！！
35,言わなくていいのにｗ
36,素晴らしい方でないと
37,こんばんは〜
37,こんばんはー
38,こんばんはー
38,こんばんはー
38,こんばんわー
38,FMラジオだー
38,オーラル過去さん
39,夜間キスは二回目ｗ
39,草
40,字幕w
40,こんばんは～
40,字幕のせいで台詞が入ってこねえｗ
41,ラジオだー
42,めちゃくちゃだ
42,あはは
43,夜間キスは2回ｗｗ
44,こんばんは～
46,こんばんはー
46,こんばんはー
47,こんばんはー
47,ロマンチックで草
49,草
50,夜間キスｗ
50,夜間キス！？
51,夜間キス
51,既に字幕ヤバすぎて草
51,テークそれ
52,夜間キス……えっちだ
52,こんばんわー
52,オーラル過去ｗ
52,オーラル
52,夜間キスは2回目！？
54,オーラル過去
55,こんばんわ〜
57,夜間キス
59,夜間キスwww
60,おお、、、良い、、
63,夜間キス2回のオーラル過去です
63,光ってて可愛い
65,いいね
65,エンディングで噛んだの聞かせておくれ
