start_s,text
-4755,何でもやって来たような希ガス
-1496,待機
-1269,待機:owl:
-1220,待機
-990,待機
-983,:owl:
-792,待機
-765,待機
-741,待機:owl:
-722,待機
-642,待機
-534,待機
-524,待機
-314,待機
-312,待機
-158,待機
-157,待機
-134,待機
-120,待機
-104,待機
-88,待機
-66,待機
-41,待機
-35,kuru
-29,チャット欄　待機しかないね
-28,待機
-27,待機
-16,待機
-13,待機
-10,:unidentified_emoji:
-10,何かしらオリジナル考えたい
-5,待機
4,待機
6,きちゃ
8,きたー
14,きた
17,きちゃ
20,きちゃ
22,きた
22,きちゃ
23,きちゃ
24,きちゃ
25,きちゃ
27,来たわね
29,きちゃ
29,きちゃ
32,きちゃ
32,きた
38,フラグのようなツイート
39,きたきた
39,きたわね
39,きちゃ
43,きちゃ
58,誓約…できるのだろうか
67,無駄な話などない
73,今日は朝までか…
79,朝までと聞いて
80,耐久配信きたわね
86,絶対など、無い。
87,きちゃ
89,きたわね:diamond_suit:
96,こんばんはー
96,本日はオウルナイトということで
98,制約と誓約、どっかで見たような
98,ｗｗｗ
100,デザイン「あ」
101,ｗ
102,こんばーーんわ
103,こんばんはー
103,こんばんは～
104,デザインあがトレンド入りは笑った
104,こんばんはー　お昼ぶり
107,こんばんは大浦さん
107,こんばんはー
107,こんばんは
108,あ
109,2日だけの復活おめ！
110,デザインあ復活です
110,それ見た見たー
110,こんばんはー
110,もう面白い
111,こんばんはー！
111,こんばんはー
112,へー
112,新体制で復活らしいですよ
114,こんばんは～
115,こんばんは～
116,こんばんはー
117,こんばんはー
118,こんばんはー
118,こんばんは！！！！！！！！！
118,こんばんわー！
119,デザインあ～
119,こんばんわ！
120,こんばんはー
120,こんばんはー
120,こんばんは〜
121,こんばんは
121,こんばんはー
122,こんばんわ
124,へー
125,こんばんは
125,こんばんはー
125,ヨロシコお願いしまーす
126,こんばんはー
126,デザインヤーーに聞こえた
127,こんばんはー
128,こんばんはぁ
128,こんばんはー
130,こんばんは
130,こんばんは～
131,こんばんは〜
133,こんばんは
133,あの番組は勉強になる
135,こんばん　あ
136,こんばんは
137,こんばんは
137,小山田氏どうなるんでしょうね
138,音楽がコーネリアスだったから
141,こんばんは
142,ほうほう
142,こんばんは:red_heart:
142,こんばんはー
144,まーるとしっかっく♩が好きでしたデザインあ
144,こんばんは
145,ｗｗ
145,こんばんは
150,こんばんはー
150,デザインヤー！
151,蓮沼執太さんの音楽にご期待
155,天然に毒されてますね
155,しまむらヤ―
157,パワー！
159,島村ヤー
159,宗谷いちかヤー！
161,こんばんはー
161,デザインヤーズ
163,デザインヤーw
165,自分で上げるの面白いなぁ
165,ななしincヤー
166,ヤー！
167,こんばんはー
169,こんばんはー
172,こんばんはー
174,あにまーれヤー！
177,こんばんわー
182,こんばんは
182,それは楽しみだ
194,ヤー！
197,すごい
198,やばいぞこれは
199,わお
200,そんなに
201,おっとｗ
203,朝まで聴く心の準備できてます
205,まいてまいて
206,ボリューミー！
207,巻きませんか？
207,3時間コースかぁ
207,じゃあ今日は3、4時間ってところですね
209,まあじっくりやってもろて
209,できそうにない事を言うのはよろしくない
211,それだけで１回配信できるな
211,やー”
213,OPトークもそこそこに
215,みんな働いてるからなぁ
217,スケジュール発表・・・だと？！
217,いいよ朝まででも
217,はいはい
218,夏の日の出は早いぞ
218,絶対無理やろ～
220,絶対無理だわ
220,無理では
221,通常回で２時間超えくるか
222,巻く（1時間半）把握
223,そんな無茶な…
223,タイムキーパー
225,今日はオールナイトか！？
226,やれるかなあ
226,タイムキープ（出来ない）の鬼！大浦るかこ
226,一時間半って言った？ｗｗ
226,もう無理じゃん
228,守れるかしら
229,めっちゃあるやん草
230,無茶がすぎる
230,無理そう
231,いや～
234,まったく実現性の無いスケジュールですね
234,できるかなぁ
235,うん、無理だね
236,無理だよ・・・・
236,ま、予定やから
238,果たして出来るのか？
238,2時間超え期待
239,これは深夜３０時まである感じかな
239,1:04~1:19ふつおた
239,これは「そもそも」できないねぇ:spade_suit:
239,ふ～～～ん？？？
239,がんばってください
241,見込みの2～3倍かな
241,音量大丈夫です
241,うまくいくかな？ｗ
241,アーカイブ勢、ちゃんとできてますか？
244,万城目？
244,いけるかな･･･
244,無理やろな
246,いまだかつてない時間配分ですね
246,つまりは脱線なしと！？
