start_s,text
-5397,待機
-4972,待機
-3881,待機
-3828,待機
-1731,|･`ω･)
-1680,待機
-1196,待機ー
-1141,待機
-1045,待機っ！
-1040,待機
-935,待機
-709,キルラキルみたいなフォントだなｗ
-655,たいき～
-572,待機！
-565,待機
-402,待機
-383,待機
-368,待機
-161,潜入待機
-121,待機
-118,待機
-99,待機
-93,待機
-67,待機
-26,さぁくるぞ
-21,タイトル…
-14,待機
-3,待機
3,待機
10,待機
18,来ちゃ！
20,ラジOP
27,神OP
28,きちゃ
29,かっこいい
30,神OP
31,カッコよ
32,こんばんわ
34,待機
35,神OP
36,きたぁ
38,神OP
38,おしゃれ
38,きた
41,神OP
44,すっごごごごご
44,今日もラジオの時間だー
45,こんばんはー
45,おしゃれOP
47,こんばんはー
48,神OP
49,こんばんは
49,こんばんはーーー
50,こんばんはー
50,こんばんわー
52,こんばんはぁ
52,こんばんは～
53,こんばんは～
54,かっこよ
54,こんばんは
55,こんばんはー
55,こんばんはー
55,羽柴
55,こんばんわー
55,羽柴ぁ！
55,こんばんはー
55,こんばんは
57,こーんばーんはー
57,こんばんはー
59,こんばんはー
59,こんばんはー
59,こんばんはぁー
61,こんばんは～
61,こんばんはー
61,羽柴ぁ！
61,来たわね、大きい大浦w
63,こんばんはー
63,羽柴ァ！
63,こんばんは
64,羽柴ぁ！
64,こんばんはー
65,足りないものとは
65,おされOP
67,こんばんは
68,羽柴ぁ！
69,早さかな
70,覇気ですか？
71,こんばんは！！
72,こんばんはー
73,足りないもの・・・・？
74,こんばんは
74,オウルナイトー
74,おしゃれ
74,ジングルの音量はいいね
75,BGMかっこいい
75,こんばんはー！！
75,足りない？
77,エコー忘れてないですね
77,順調なスタートだ
78,こんばんるかるかあああ\( ˙꒳˙ )/
79,こんばんは
80,こんばんわ
82,足りないモノ…ゲスト？
83,声量？
85,羽柴ァ！
89,羽柴さん！
91,足りないもの・・・カロリーとか？？
93,羽柴様ｗ
95,こんばんわー！
96,勢いが足りないのかな？
99,こんばんは～
100,洒落洒落やな
100,こんばんは！
