start_s,text
-5507,待機
-5268,待機
-4428,待機
-3359,脱線待機
-2841,待機～
-2207,待機
-2178,|･`ω･)
-2031,初ラジはリア帯できなかったので今回は睡魔に勝ちます！！
-1991,待機
-1804,待機
-1746,待機
-1714,待機
-1377,待機
-1200,待機
-1178,待機
-1055,トモシカさんも待ってますね
-1002,待機
-984,待機
-789,待機
-648,待機
-483,待機
-472,ﾌﾌ待機
-463,待機
-431,待機
-392,待機
-313,待機
-266,待機
-246,待機
-241,待機
-196,待機
-174,待機
-137,待機
-109,待機
-72,待機
-68,待機
-57,待機っ！
-57,待機
-54,待機
-48,待機
-47,待機～
-43,待機
-38,待機
-17,潜入中
-7,待機
-7,よろしくお願いいたします。
-7,待機
1,待機
3,待機
3,待機
6,待機
14,潜入中
16,クールなOP
18,神OPきたな…
21,待機
21,！？
21,おされラジOP
25,かっこよ
25,神OP
26,おしゃれOP
28,おされOP
29,！？
29,神OP
29,神OP
31,かっこいい
33,神OP
34,きちゃあああああ
34,cool！！
35,かっこよ
35,おしゃOP
36,おされラジオ
37,神OP
41,ラジオなのに見て楽しい
43,RTヨシ！
43,おされOP
44,神OP
44,オサレOP
48,こんばんはー！
49,何度でも見れるかっこよさ
50,電脳チックで好し
52,おしゃ神OP
53,こんばんは～
53,こんばんはー
54,こんばんはです～
55,きちゃー
55,こんばんはー、
56,こんばんは～
58,オサレ
58,こんばんわ＾＾
58,こんばんわー
60,こんばんは
60,こんばんはぁ
60,こんばんはー
61,こんばんは
61,こんばんは
62,こんばんわー
62,こんばんはー
62,こーんばーんはー
62,こんばんは～
62,こんばんは～！！
62,こんばんは～
63,こんばんはー
63,こんばんはー
63,こんばんはー！
64,まさか
64,開始ツイートできてえらい
65,こんばんは～
65,オシャレになる^~
65,こんばんはー
65,こんばんわ〜
65,なんて？
66,ついに！？
66,こんばんは～
66,おおお！
67,こんばんは
67,こんばんは～
67,こんばんはー
68,こんばんは
69,おおー
69,おお！！
70,おおー！
70,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
70,こんばんはー
71,おお！
71,おめでとうございますｗｗ
71,こんばんはー
72,おお！！！
72,こんばんは〜
72,おおお！！！
72,こんばんはー
72,こんばんはー
72,おめでとう！
73,こんばんわ！
73,やったぜ
73,こんばんはー
74,おお！
74,イスきちゃ！
74,おお！！
74,やぁ大浦、お邪魔します
74,おめでと～:party_popper::party_popper::party_popper:
74,こんばんは～
74,エコーはわざと？
74,おめでとう
75,買いましたか！こんばんはー
75,おおーーー！
75,こんばんわ
75,おめでとう
75,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
76,こんばんは〜
77,椅子きちやーー！！！！！！
77,おお、早かったですね
77,こんばんはー
78,おお
78,祝椅子購入
78,ばんは～
78,:clapping_hands::clapping_hands::clapping_hands:
78,椅子！
79,こんばんは
79,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
79,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
80,いえーい！
80,音大きい
81,椅子新調したんですね
84,こんばんは
85,こんばんはー
86,椅子きたーーー
86,これで勝ったな！
86,こんばんはー
87,こんばんはー
88,ジングルもできましたね
90,そんな・・・もうギコギコ音が聞けないのか・・・
90,おしゃれだー！
90,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
92,こんばんは
92,いえーーーー！
92,こんばんはー
92,こんばんわ
92,椅子購入たすかる
92,こんばんは
93,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
93,いす買えてえらい！
94,こんばんは
94,今夜は椅子記念日
95,こんばんわー
95,ちょっとジングル大き目かも
95,こんばんはー！
97,こんばんはー
97,こんばんは
98,さらば椅子
100,こんばんは
100,かんばんわ
102,こんばんはー
103,音がでかいだと？？！！
105,イスいいっすね
106,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
109,こんばんは〜
110,買ったんですね
110,椅子を買えてえらい
112,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
113,お疲れ様でした〜
114,こんばんは
114,さよならギシギシ椅子くん
115,こんばんわ～
115,こんばんは〜
116,お疲れ様でしたー
116,椅子買ったって言い続けないとね
122,恐れ入ります
124,夜勤中ですがこんばんは
127,ナイスな椅子ですよね？
129,今年一番のニュースだわ
130,組み立て配信してもろてもよかったんですけども
132,こんばんはー
133,草
135,椅子はもう組み立て済みですか？
136,シナプス…
137,シナプスつないで
137,どわすれ・・・
138,ゲーミングチェアですか？
138,繋がれシナプス
139,お、おうｗ
141,ははw
143,草
145,どんな椅子ｗ
145,こんばんはー
145,こんばんはー
146,繋がれ・・・繋がれ・・・
146,草
147,どんなだｗ
147,アーロンではないのか
148,ノブレスオブリージュｗ
149,高貴だｗ
149,ノブレス・オブリージュ…
149,貴族なの？
150,ｗｗｗｗ
150,草
151,ノブレス・オブリージュみたいな椅子…？
152,ノブレスオブリージュｗ
152,ノーブルチェア？
152,そうか、貴族も大変だなw
155,いい椅子ですなあ
156,ノブレスオブリージュ…？
158,その椅子、貴族？
158,ド忘れｗ
161,草
163,良い椅子だ…
163,るかこは貴族だった？
164,急に貴族の義務ｗ
165,ノブレスオブリージュみたいな椅子とは
166,高い椅子ねー
166,シナプス頑張れ！
167,アーマードコア新作まだですか？
169,くっそいいやつじゃん
169,ジュイス　るかこの声を聞かせてくれ
169,シナプスが繋がらない…
171,貴族の椅子
172,もうノブレスオブリージュになってるｗ
175,イスはそうね
176,急な貴族
177,母浦しか通じないやつか？
178,貴族ｗ
178,始まってた！
180,座り心地大事ですからね
180,家賃は越えたんで？
181,みんなに座らせなきゃいけない義務なイスなの？w
183,椅子はそうね
185,るかこ貴族だったのかぁ
185,イスの偉大なる貴族
187,座れたほうがいいね
187,貴族の椅子だわ
188,ノーブルチェアですかね
190,遅れたーこんばんわ
192,イスが貴族なら大浦ちゃんも貴族やね
193,ノーブル？
194,実際に試すの大事
198,そんな高貴な椅子に
198,黄金色？
201,noblechairs？
204,ノルマ達成
206,オフィスチェア系？ゲーミングチェア？
206,Noble chair
208,トモシカおって草
208,エア浦さん
208,いきなりエア浦さんｗ
